KommentarId,QuellenId,Plattform,Datum,Length,KommentarDEU
18032902754075117,7,Instagram,20240623210310,1,🔥
17874204198055729,7,Instagram,20240623210310,15,Glückwunsch 👏👏👏
18107730589393722,7,Instagram,20240623210309,105,Hackt alle auf Havertz rum davor auf Sané… jeder der spieler kann was die stehen nicht umsonst in der 11…
18053582167588106,7,Instagram,20240623210309,3,😍🇩🇪
18000568022401868,7,Instagram,20240623210308,6,🇩🇪🇩🇪🇩🇪
18044856898854146,7,Instagram,20240623210306,2,🇩🇪
17891171646028279,7,Instagram,20240623210306,73,Schiri soll bitte jetzt die Karriere beenden und kein Spiel mehr bekommen
18011242244446012,7,Instagram,20240623210305,32,Schiri eine absolute Katastrophe
17910460682882401,7,Instagram,20240623210305,28,Fülle muss in die Startelf!!
18033732940851942,7,Instagram,20240623210304,12,Havertz 🤦‍♂️
17930966213857696,7,Instagram,20240623210304,46,Schiri Katastrophe aber trotzdem gut gekämpft👏
18049631701693019,7,Instagram,20240623210303,24,"Fullkrug YES, HAvertz NO"
18010432178445923,7,Instagram,20240623210303,21,Schiri eine Frechheit
18357918280096836,7,Instagram,20240623210301,24,@niclas.fuellkrug24 😍🥹❤️
18036503542980119,7,Instagram,20240623210301,7,Wichtig
17981971001546644,7,Instagram,20240623210300,77,Füllkrug mit Bier !! 💪🏻🍻.. Aber Schiri .. der wurde wohl auf Temu bestellt 🤔😅
18034083299059761,7,Instagram,20240623210258,81,One of the worst game ever! Nagelsmann almost destroyed the match! Danke Fullkrug
17863008735162393,7,Instagram,20240623210258,6,❤️❤️❤️
18047733154772161,7,Instagram,20240623210257,27,Well deserved 🔥🔥🔥🔥🔥❤️❤️❤️❤️
17855688732203608,7,Instagram,20240623210256,17,Lücke bester Mann
18352049935128497,7,Instagram,20240623210255,38,Fullkrug is always bttr than havertz💪🔥
17945344493714430,7,Instagram,20240623210254,95,Mit dieser Leistung wird es wieder nichts… gegen Spanien oder Frankreich wird es sehr schwierig
18002679272625234,7,Instagram,20240623210253,18,that ref was awful
18230147032286353,7,Instagram,20240623210247,34,Bitte kein Havertz und Sané mehr 🥰
18083578708466232,7,Instagram,20240623210247,19,Füllkrug>>>>Havertz
18024456809021045,7,Instagram,20240623210247,50,"Raum und Füllkrug rein, Schiri am besten entlassen"
17997949250440869,7,Instagram,20240623210247,24,Super Füllkrug 👏🏼🇩🇪🔥🖤💛👏🏼
17950245923696426,7,Instagram,20240623210247,103,"I'll say it again :
Neuer
Kimmich Rudiger Schlotterbeck Raum
Gundo Kroos Havertz
Wirtz Fullkrug Musiala"
18053419345730438,7,Instagram,20240623210246,1,🔥
17849753286201808,7,Instagram,20240623210245,5,🖤❤️💛👏
18062382616570630,7,Instagram,20240623210244,21,Germany ❎ Leverkusen✅
18118092691373489,7,Instagram,20240623210243,30,Undav und Müller auf Bank häää
17941378316831599,7,Instagram,20240623210242,60,Der Kommentator sollte mal die Aussprache der Namen lernen 🙃
18110520898390793,7,Instagram,20240623210241,5,Yes🔥👏
18052295320727687,7,Instagram,20240623210240,14,START FULLLRUG
18050205676683877,7,Instagram,20240623210240,30,Füllkrug hat uns gerettet bruh
18282931153203681,7,Instagram,20240623210239,89,"Schiri Tipico auf Schweiz  gesetzt -.- bodenlos , der sollte sehr schnell  in Rente gehen"
18008881595287627,7,Instagram,20240623210239,136,"Unmöglich wie die Schweizer sind verhalten. Müll auf einen Spieler zu werfen, so respektlos…. Sich in einem anderen Land so zu verhalten"
17863343091160213,7,Instagram,20240623210237,44,Wo wohnt der Schiedsrichter. In der Schweiz🤔
17857050693193854,7,Instagram,20240623210237,55,Wahrer Endstand -> 3:1 für 🇩🇪 und wurden 2 Tore geklaut
17850904740228771,7,Instagram,20240623210237,36,Schiri wollte seine rente verbessern
18125493580360776,7,Instagram,20240623210236,26,Germany will never fail💪🇩🇪
18028956734497724,7,Instagram,20240623210236,64,"Hui, das war trotzdem knapp :-) Die Schweizer haben gut gespielt"
17906370815975565,7,Instagram,20240623210235,15,Gruppensieger 🔥
17901030969005540,7,Instagram,20240623210234,18,Havertz 👎🏻👎🏻👎🏻👎🏻👎🏻
18027464356965663,7,Instagram,20240623210233,19,Geht’s Rüdiger gut?
18055060651586166,7,Instagram,20240623210230,16,Schlechtes Spiel
18012428174228168,7,Instagram,20240623210230,18,Füllkrug > Havertz
18001997933374706,7,Instagram,20240623210230,4,💪🏼🇩🇪
18403974394074561,7,Instagram,20240623210229,7,Schwach
18231039625281518,7,Instagram,20240623210229,8,Yes🇩🇪🔥🔥🥵
18072933343515016,7,Instagram,20240623210229,3,🇩🇪🖤
18338763280185552,7,Instagram,20240623210228,5,😍😍😍😍😍
18012798428209437,7,Instagram,20240623210228,108,Die deutsche Elf ist entschlüsselt wie sie schlagbar ist 😮. Aber wichtig ist letztendlich der Grupoensieg 🔥👏
17906474240979978,7,Instagram,20240623210228,25,Füllkrug muss eher rein 😃
18048426631774891,7,Instagram,20240623210227,6,🇩🇪💪🏻🔥🏆
18044298478872504,7,Instagram,20240623210226,5,👏👏👏❤️
17888911469984736,7,Instagram,20240623210226,51,lücke nächste mal von anfang und kai auf die bank☝🏻
18100921495420551,7,Instagram,20240623210225,43,Reines Herz 🇩🇪❤️ Los Aaaaamo toda la vida 🥰
18111310663381207,7,Instagram,20240623210223,58,Zum Glück ist es das letzte Turnier für den Schiedsrichter
17924776253806532,7,Instagram,20240623210223,18,Füllkrug auf die 1
18041069344897243,7,Instagram,20240623210222,41,Füllkrug sollte in der Startelf stehen 👏👏
18032070107038913,7,Instagram,20240623210222,53,Der Schiri war schon ein bisschen sehr müde glaub ich
18032444036042907,7,Instagram,20240623210221,17,FÜLLKRUG mit bier
17979409421687767,7,Instagram,20240623210220,25,L Verhalten von Schweizer
17906354942900687,7,Instagram,20240623210220,21,Lücke für Deutschland
17913132224867501,7,Instagram,20240623210219,11,Fulkurd 😍😍😍
18029589079929883,7,Instagram,20240623210218,23,Havertz raus Button ——>
18008684852302797,7,Instagram,20240623210218,44,HAVERTZ UND SANE RAUS!!! Soooo schlecht!!!!!
17862760059168749,7,Instagram,20240623210218,99,Erkenntnisse aus diesen Spiel schiri mit einer bodenlose  Leistung und Füllkrug muss in die Start11
17999638454419176,7,Instagram,20240623210217,3,🔥❤️
17871433038069104,7,Instagram,20240623210217,46,Noch gut gemacht👏 geht aber trotzdem besser ja
17965827581755639,7,Instagram,20240623210216,27,Aber gerade so ungeschlagen
17871387288107066,7,Instagram,20240623210216,18,Fülle auf die 1 🫶🏼
18417458554069228,7,Instagram,20240623210215,60,"Yesss, habe zum Glück überlebt, war kurz vorm Herzinfarkt ❤️"
18020697041200516,7,Instagram,20240623210211,1,🔥
17893018578021982,7,Instagram,20240623210211,33,Schiedsrichter so in Rente gehen!
18036660451986757,7,Instagram,20240623210210,29,Jungs - GruppenERSTER!!!👏🖤❤️💛
18029179699934636,7,Instagram,20240623210209,32,"Spiel es nie wieder, Kai Havertz"
17998231130445434,7,Instagram,20240623210209,24,Füllkrug Startelf altaaa
17888998269044702,7,Instagram,20240623210209,37,Müller bekommt keine einzige Minute..
18005900660548941,7,Instagram,20240623210208,18,Schiri -50000 Aura
17887774806053234,7,Instagram,20240623210208,81,gib niclas füllkrug den balondor und havertz so schlecht das ich keine worte habe
18331131094134199,7,Instagram,20240623210205,9,c'mon boy
18047662384795993,7,Instagram,20240623210205,58,Der Ref hat schon immer in schweizer Bettwäsche geschlafen
18006662105314673,7,Instagram,20240623210205,49,Schiri hat zu viel Schweizer Käse gegessen vorher
18072482638519033,7,Instagram,20240623210204,25,"Bitte, Füllkrug startelf!"
18010425737267080,7,Instagram,20240623210203,113,"Grottenschlecht gespielt und schiri gigantisch gekauft gewesen, noch nie so nen schlechten schiedsrichter gesehen"
18002284979368845,7,Instagram,20240623210203,25,Schiedsrichter so gekauft
17930722130785658,7,Instagram,20240623210203,8,LÜCKE 🖤💛
18047438275801685,7,Instagram,20240623210202,4,❤️ 🖤
18264819817245429,7,Instagram,20240623210200,5,🇩🇪🇩🇪😍
18012482351213407,7,Instagram,20240623210200,24,sane learning right foot
17916980201940158,7,Instagram,20240623210159,4,👏🔥🇩🇪
17844348972240760,7,Instagram,20240623210159,14,Kai Havertz🌚🥴🥴
18033495868869427,7,Instagram,20240623210158,97,Das Spiel ist ein Skandal! Würde mal ganz schnell die Kontoauszüge des Schiedsrichters anfordern!
17960437223785323,7,Instagram,20240623210158,115,"Lasst doch einfach mal über den Last-Minute Ausgleich und den ersten Platz freuen, anstatt dauernd nur zu meckern🫶🏻"
17929834595865531,7,Instagram,20240623210158,29,Fullkrug start before Havertz
18043727641873390,7,Instagram,20240623210156,140,"If Germany relies on Havertz in the upcoming matches, I guarantee that it will produce Fulkrug who deserves the start over the lost Havertz."
18024769085015751,7,Instagram,20240623210155,4,🔥🔥🔥🔥
18319488814180378,7,Instagram,20240623210154,49,—-> Konsequenzen für den Schiri Forderungs-Button
17918025617945538,7,Instagram,20240623210154,12,DAVID ❤️❤️❤️
18024948992021458,7,Instagram,20240623210153,111,Komplett emotionale Achterbahn aber dennoch 1. Platz in die Gruppe geworden. Trotzdem Respekt an die Schweiz 🇨🇭
18068797639540695,7,Instagram,20240623210152,21,De Schiri war Bodelos
18049192621702500,7,Instagram,20240623210152,29,Lücke in die Startelf! Basta!
18032468441078231,7,Instagram,20240623210152,137,"Viel zu spät gewechselt , dieser havertz stolperhannes raus ! Füllkrug rein ! Und Raum auch für mittelstedt,  belebt die offensive mehr !"
18029498668906756,7,Instagram,20240623210152,10,Weiter🫶🥰🇩🇪
18044694301869670,7,Instagram,20240623210150,16,havertz raus 😂😂😂
18037531435807888,7,Instagram,20240623210150,17,Btw good job guys
18007929155307271,7,Instagram,20240623210150,4,💪🙌👌😌
18117172738373320,7,Instagram,20240623210149,18,Referee was so bad
17866656564139139,7,Instagram,20240623210149,72,Start elf füllkrug beiler schlotterbeck Raum und mal Koch spielen lassen
18258016618223904,7,Instagram,20240623210148,22,Germany keep going!💪⚽️
18085007194462993,7,Instagram,20240623210148,28,Fulkrug over Havertz anytime
18063876091514836,7,Instagram,20240623210147,106,Wenn man wie heute 27 Flanken schlägt muss Füllkrug einfach starten oder zumindest deutlich früher kommen.
17975660324711874,7,Instagram,20240623210147,84,Füllkrug Wirtz Musiala vorne und 2 Halbzeit immer undav dann klappt das alles ! 🖤❤️💛
18324560608126031,7,Instagram,20240623210146,184,Zu aller erst kommt füllkrug wie die Kartoffeln auf die 1.  Aber diese Schiedsrichter Leistung war eine absolute Frechheit. Es machte den Anschein als wolle jemand seinen Schein retten
17996622731638551,7,Instagram,20240623210146,36,Das ist die richtige Einstellung🖤❤️💛
17857172004194684,7,Instagram,20240623210146,12,Fülkrug 🔥🇩🇪💪
18073196095463143,7,Instagram,20240623210145,18,havertz rausssssss
17868484623135518,7,Instagram,20240623210144,44,Was muss Fülle noch für die Start11 machen??
18044304757697717,7,Instagram,20240623210143,85,🔥❤️ bravo 🔥🔥🔥 Gut gemacht... Trotz schlechten Entscheidungen vom Schiedsrichter😍👏🔥🙌❤️
18031919579011415,7,Instagram,20240623210143,2,🔥🔥
17991001796507891,7,Instagram,20240623210143,20,"كفوووو
The first🔥🤩🇩🇪"
18328765483120885,7,Instagram,20240623210142,99,"Wenn der Füllkrug nächstes spiel nicht von Anfang an spielt, dann verstehe ich die Welt nicht mehr…"
18033841060971626,7,Instagram,20240623210141,56,Havertz out !!! This guy is not a 9 the 9 is fulllkrug !
18358088941097264,7,Instagram,20240623210140,16,GRUPPENSIEGER👏👏👏
18328857475120474,7,Instagram,20240623210140,12,lets gooo🔥🔥🔥
18032932148016080,7,Instagram,20240623210140,14,Praise God. 👏👏
17868553269114464,7,Instagram,20240623210140,2,😍😍
18188324749291774,7,Instagram,20240623210139,13,Yeahhhhhh🙌🔥🇩🇪
18147835609317736,7,Instagram,20240623210139,38,Bitte füllkrüg früher und havertz raus
18117811723374891,7,Instagram,20240623210139,84,Warum spielt Havertz ?warum musialauss raus?warum Füllkrung spielt nicht von anfang?
18024891761233644,7,Instagram,20240623210139,67,"Was macht der Schiri eigentlich beruflich? 🤬
Danke Füllkrug 👏👏👏🖤❤️💛"
17858170170142542,7,Instagram,20240623210139,5,😂😂😂😂😂
18031916582081478,7,Instagram,20240623210138,3,🔥🔥😢
17902009835918056,7,Instagram,20240623210138,74,"Stop using Kai, JuNa. Next match, Muller must be play in starting line up."
17898712425000928,7,Instagram,20240623210137,49,Send the referee out of the tournament right away
18086774548460654,7,Instagram,20240623210136,19,#bringouthavertz..🤬
18018221480365938,7,Instagram,20240623210136,14,Schiri war #12
18036550750950467,7,Instagram,20240623210135,4,👏👏👏👏
17851396527228203,7,Instagram,20240623210134,121,Schiri verlässt den Platz als wenn er sein Wettschwimmen verkackt hätte oder er weniger Geld bekommt von dem weißen Kreuz
18062567458582674,7,Instagram,20240623210133,12,Danke ⚽️ 🇩🇪❤
18007594025575383,7,Instagram,20240623210133,12,Füllkrug 🇩🇪😝
18083644930465538,7,Instagram,20240623210130,5,🔥🇩🇪❤️
17972866967607676,7,Instagram,20240623210130,23,DANKE FÜLLKRUG! 😭🫶🏻❤️🇩🇪
17855411973207082,7,Instagram,20240623210129,56,Man merkt das die UEFA ihre Zentrale in  der Schweiz hat
18006487073533666,7,Instagram,20240623210128,68,Schiedsrichter hat ganze Zeit versucht seinen Wettschein einzuhalten
17931862271778389,7,Instagram,20240623210127,54,"Worse ref of this tournament, it should be 3-1 for GER"
17889202254024926,7,Instagram,20240623210127,4,🖤❤️💛
18033246746021380,7,Instagram,20240623210126,30,füllkrug bitte in die startelf
18020410022090381,7,Instagram,20240623210126,54,eigentlich hätte es einen elfmeter geben müssen. sussy
18046351666825126,7,Instagram,20240623210125,22,@niclas.fuellkrug24 🥳🥰
18016053440521166,7,Instagram,20240623210125,34,fullkrug>>>>>>>>>> havertZZZZzzzZZ
18443555569062001,7,Instagram,20240623210124,3,🔥🔥🔥
17871935496067256,7,Instagram,20240623210124,23,Schiri absolut bodenlos
18093684226438443,7,Instagram,20240623210123,48,Schiri hatte tipico Schein für Schweiz am laufe💀
18081334378468739,7,Instagram,20240623210123,82,"Ja aber da ist noch Raum zum verbessern, hatte man schon beim Ungarn Spie gesehen."
17923309631813460,7,Instagram,20240623210123,22,Fullkrug>Undav>Havertz
17881641021080181,7,Instagram,20240623210123,59,Typisch Deutsch sobalds nicht läuft ist der Schiri schuld 😂
18313368727156691,7,Instagram,20240623210122,42,War ein knappes Spiel aber gut weiter so🔥🔥
18055819159653278,7,Instagram,20240623210122,7,FÜLLE 😋
17973185156604257,7,Instagram,20240623210122,2,🥳💪
18271302307239915,7,Instagram,20240623210120,29,Schiri zahlt jetzt in franken
18191140984291081,7,Instagram,20240623210120,89,Schiri flucht als er abpfeift und geht sofort Richtung Kabine….so viel zu Unparteiisch 🤨😅
18019756595360139,7,Instagram,20240623210119,32,Super Ergebnis am Ende noch 🇩🇪 👏
18053075575631120,7,Instagram,20240623210118,5,🔥🇩🇪❤️
18039921415748101,7,Instagram,20240623210118,28,"Havertz raus, Füllkrug rein."
18028659197173399,7,Instagram,20240623210117,22,Good game let’s go 💪🏻🔥
17906118578986916,7,Instagram,20240623210116,20,Deutscher Meister🔥👑💎
18023583764189677,7,Instagram,20240623210115,21,FÜLLKRUG FUSSBALLGOTT
18016082111146502,7,Instagram,20240623210115,2,🔥🔥
18015340253420520,7,Instagram,20240623210115,120,Same stupid lineup everytime with havertz as striker!!! then strying to make corrections with fulkrug last 15 minutes!!!
18169251373307470,7,Instagram,20240623210114,24,JAAA👏 soo mitgefiebert 🔥
18000479831619308,7,Instagram,20240623210111,39,Das hat Fülle nur in Bremen gelernt 💚🫶🏼
17930770013892170,7,Instagram,20240623210111,74,"Sorry Havertz, Totalausfall!!! Warum bringt man Fülle nicht mal eher 🤷🏼‍♂️"
17866112934149055,7,Instagram,20240623210110,37,"Schiri sowas von gekauft, Unglaublich"
18043806739868924,7,Instagram,20240623210109,3,😍❤️
18019739795096041,7,Instagram,20240623210109,58,"Harvertz hat da so wenig zu suchen, wie Socken in Sandalen"
17951827361689917,7,Instagram,20240623210109,6,Woooo🔥
17868744522085143,7,Instagram,20240623210109,63,RAHHHHHHHHHHH🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪
17922362825921378,7,Instagram,20240623210108,55,Julian das ist das Zeichen : Fülle muss in die Startelf
18265835905214336,7,Instagram,20240623210107,25,Schieri sowas von gekauft
18131418295343072,7,Instagram,20240623210105,4,🖤❤️💛
17892448106963440,7,Instagram,20240623210105,21,دولِ فولکروگ>>>هاورتز
17857640820192818,7,Instagram,20240623210105,37,"Don't ever play it again, Kai Havertz"
18009531521280514,7,Instagram,20240623210104,17,THAT'S THE SPIRIT
18307829566159835,7,Instagram,20240623210103,20,NIEMALS AUFGEBEN💪🇩🇪👏
18081351778488906,7,Instagram,20240623210102,80,Warum konnte der Schiedsrichter seine Karriere nicht letztes Spiel schon beenden
18056736607625143,7,Instagram,20240623210102,79,"Also, das Spiel war ja dauerhaft mit Blutdruckwerten jenseits von Gut und böse!"
17998086368635567,7,Instagram,20240623210102,40,Need Pavlovic & Goretzka!!! Good players
18345966223116265,7,Instagram,20240623210101,13,Füllkruuuug!🔥
18030026080919895,7,Instagram,20240623210101,15,havertz ga guna
17908577276972435,7,Instagram,20240623210101,3,🔥🔥🔥
17899266644938011,7,Instagram,20240623210101,11,HAVERTZ OUT
18043708267724622,7,Instagram,20240623210100,78,Fülle belehrt uns jedesmal eines Besseren und sitzt dann trotzdem auf der Bank
18039679612765004,7,Instagram,20240623210100,18,Raum sehr stark! 🔥
17980919414698032,7,Instagram,20240623210100,12,kimmich raus
17942705123728173,7,Instagram,20240623210100,106,was war heute bitte los mit havertz?? füllkrug muss rein!! hat man die letzten spiele immer wieder gesehen
18035651002981074,7,Instagram,20240623210059,79,"Neuer
Kimmich, Rudiger, Nico, Raum
Kroos, Gundo, Andrich
Wirtz, Fullkrug, Jamal"
18034949848974126,7,Instagram,20240623210058,46,Jaaa aber bitte füllkrug von Anfang an für kai
18011093150237900,7,Instagram,20240623210058,10,Fülle! ❤️🔥
17929347569873346,7,Instagram,20240623210058,10,Füllkrug 😘
17970444449735961,7,Instagram,20240623210057,12,FÜLLKRUGGGGG
18261370309245730,7,Instagram,20240623210056,39,Schiedsrichter war n unfassbarer Haufen
18082101319468660,7,Instagram,20240623210056,6,Jaaaaa
18059384863531635,7,Instagram,20240623210055,38,Schiri soll Karrie doch früher beenden
18046507111819049,7,Instagram,20240623210055,25,Bitte kein Havertz mehr 🙏
18040354114925471,7,Instagram,20240623210054,35,👏👏👏im Achtelfinale wieder kämpfen!!
18422920612064012,7,Instagram,20240623210053,131,"Egal ob jemand jetzt nicht sein bestes Match gespielt hat, Bitte verbreitet keine negative stimmung sowas kann man nicht gebrauchen"
18269086369172365,7,Instagram,20240623210053,62,"Havertz, Kroos, and Gundogan playing the full match is a crime"
18020618912198284,7,Instagram,20240623210052,35,Fullkrug needs to start next match.
17951349959692411,7,Instagram,20240623210052,56,How did a waste like this get a place in the German team
18069992575526715,7,Instagram,20240623210051,38,Hängt den Schiri ans Brandenburger Tor
17889142778981316,7,Instagram,20240623210051,55,Was macht Eigentlich Kai Havertz Beruflich junge junge😡
17866983288090802,7,Instagram,20240623210051,35,@niclas.fuellkrug24 mit Biiier. 🍺🇩🇪
18439843438051392,7,Instagram,20240623210050,394,Schön verzockt Herr Nagelsmann. Wie kann man den Havertz so lange auf dem Platz lassen. Wir haben konstant mit 9 Feldspieler gespielt. 90 Minuten den gleichen Stiefel gespielt. Es ist mir unbegreiflich wie man im Spiel nichts ändert. Da muss ich als Mannschaft taktisch nach der Halbzeit schon etwas ändern. Dann haben wir noch einen gekauften Schiedsrichter der maximal schlecht gepfiffen hat.
18230003362285574,7,Instagram,20240623210049,6,🎉🎉🇩🇪🇩🇪
18069523354541579,7,Instagram,20240623210049,34,Please start Füllkrug over Havertz
18063385048566678,7,Instagram,20240623210049,5,❤️🙌🔥👏
18029209894922215,7,Instagram,20240623210049,35,Juhuuuu was eine geile Schlussphase
17985013919527913,7,Instagram,20240623210049,15,🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪😍😍😍
18071429209521321,7,Instagram,20240623210048,8,Fülkrug🔥
18066433612550573,7,Instagram,20240623210048,16,We need Müller!!
18040112518934234,7,Instagram,20240623210048,29,Eigentlich 1:2 klarer Elfer 👏
18016392725146671,7,Instagram,20240623210047,24,Fullkrug🔥🔥👏👏 what a goal
18005454182532045,7,Instagram,20240623210047,11,FÜLLE🇩🇪💪🙌🔥🥳
18094004932438084,7,Instagram,20240623210044,33,Bin trotzdem #TEAMSCHWEIZ😂😅🇨🇭hehe
18032541371094550,7,Instagram,20240623210044,2,🔥🔥
18031559534078844,7,Instagram,20240623210044,209,Jetzt suche die Deutschen wieder die Schuld am Schiri meine Güte ich war auch für Deutschland aber die waren einfach nicht gut heute sieht’s einfach ein freut das wir ungeschlagen sind und im Achtelfinale sind
18022377059466893,7,Instagram,20240623210043,18,Legggggooooo!!!!🤙🙌
18230628925273162,7,Instagram,20240623210042,22,PLEASE USE FULLKRUG ❤️
18309954109199927,7,Instagram,20240623210041,39,Schiri hatte tipico auf Schweiz Gesetzt
18067735588544815,7,Instagram,20240623210041,28,"JAAAAA, DANKE FÜLLKRUG! 🔥🔥🔥🔥"
18046536448829041,7,Instagram,20240623210041,7,❤️❤️🔥🔥🔥
18022242842246462,7,Instagram,20240623210041,85,Hat der Schiri sich von den Schweizern die Rente aufbessern lassen? Was war das denn?
18012153668239743,7,Instagram,20240623210041,107,Man Leute ich hoffe wegen meinem Torjubel kommt keine Polizei. Aufrappeln und im Achtelfinale alles geben🤍🖤
17996557526641787,7,Instagram,20240623210041,21,Füllkrug mit Bier 🇩🇪🍺
17849754777202292,7,Instagram,20240623210041,134,"Deutschland, meine Lieblingsmannschaft, bleib stark, sei der Meister. Mein starkes Deutschland, du hast die Meisterschaft verdient.😍😍😍"
18068549674543792,7,Instagram,20240623210040,48,Jaaa danke Füllkrug. Er überzeugt immer mehr. 🇩🇪
18038139385810636,7,Instagram,20240623210040,43,Was macht der Schiedsrichter aber beruflich
18028538186132851,7,Instagram,20240623210040,49,better bench Havertz next time @julian.nagelsmann
18002552978622126,7,Instagram,20240623210040,91,Dieser schiri sollte von der EM abreisen und nie wieder ein Fuß auf ein fussballfeld setzen
18229333057275816,7,Instagram,20240623210039,53,Füllkrug bester Mann.🙌🙌🙌🙌🙌🙌🙌🙌🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪💪💪💪💪💪💪💪💪
17996790905472668,7,Instagram,20240623210039,20,Schrecklicher schiri
17959732382783764,7,Instagram,20240623210038,31,"Füllkrug, the german Hammer 🇩🇪🔨"
18037652473800280,7,Instagram,20240623210037,33,hnay kai da ngu qua ghec vkl huhu
18025381096995589,7,Instagram,20240623210037,88,Starkes Spiel von der Schweiz 🇨🇭 muss man einfach sagen.  Aber das 1:1 war bombe 😍♥️♥️♥️
17997796691638084,7,Instagram,20240623210035,2,🖤💛
17883176115073184,7,Instagram,20240623210035,11,🥳🥳🥳🇩🇪🇩🇪🇩🇪🇩🇪
17882733618074734,7,Instagram,20240623210035,3,🔥❤️
18325594909135970,7,Instagram,20240623210034,123,"Hab noch nie einen so schlechten Schiedsrichter gesehen, sorry stimmt nicht ist auf dem gleichen Level wie Szymon Marciniak"
18019658960514893,7,Instagram,20240623210034,3,💪🔥🔥
17882488878072724,7,Instagram,20240623210034,18,JAAAAAAAAA!! 🇩🇪 🇩🇪
18075034468506398,7,Instagram,20240623210033,26,Havertz so stark heute 🔥🔥🔥
18082086343475727,7,Instagram,20240623210032,1,🔥
18054655138583077,7,Instagram,20240623210032,203,"Warum hängt Julian an Havertz? Füllkrug und Beier, 100x besser. Havertz ist guter Junger aber irgendwie, funktioniert es nicht. Und Müller wieder auf der Bank 🤦🏻‍♂️ Warum, es soll seine Rekorde aufbauen…"
18047323276746302,7,Instagram,20240623210032,26,Kurz scho Angst bekommen 😂
18032112944039333,7,Instagram,20240623210032,30,MaLord @niclas.fuellkrug24 🔥🔥🔥
17908626332973245,7,Instagram,20240623210032,40,Versteh die Sané  Einwechselungen nicht.
17856515775196458,7,Instagram,20240623210032,102,Und Sane null fit und ideenlos. einfach nicht mehr einwechseln. Gibt welche die ne bessere Form haben.
18026365886325039,7,Instagram,20240623210031,80,Hat vllt einer die Kontodaten für das Schweizer Nummernkonto vom Schiedsrichter?
17878247478091367,7,Instagram,20240623210031,16,FÜLLE 4 STARTELF
18088059682456020,7,Instagram,20240623210029,2,🔥🙌
18323038783177320,7,Instagram,20240623210027,106,"Wenn die Jungs sich nicht steigern, ist in der nächsten Runde Schluss … zum Glück haben wir nen Füllkrug 😉"
18012157226214468,7,Instagram,20240623210027,16,Geraaaade so 🙈🙈🙈
17985653561682597,7,Instagram,20240623210027,22,Fullkrug salvou viu 👏👏
18026888042171193,7,Instagram,20240623210026,33,Yuhuuuu! Germany still the best 🔥
17892162924041888,7,Instagram,20240623210025,7,🇩🇪🇩🇪🇩🇪🥇
17861493378125888,7,Instagram,20240623210025,75,Man sieht die Enttäuschung in den Augen des Schiris beim Abpfiff hhahahahah
18055547404615741,7,Instagram,20240623210024,10,Füllkrug 🔥
18030995810036740,7,Instagram,20240623210024,41,Hasta la final Equipo !!!!!! 💪💪💪💪🇩🇪🇩🇪🇩🇪🇩🇪
17969249117618974,7,Instagram,20240623210024,23,Super sub 9 & no lose 🔥
18439011346007705,7,Instagram,20240623210023,1,🔥
18093036877441163,7,Instagram,20240623210023,21,Congrats guys 👏👏❤️🔥 💪
17978395883573899,7,Instagram,20240623210023,38,Havertz has to learn to head the ball.
17950653173798748,7,Instagram,20240623210023,14,Deniz Undav ❤️
18112343338381292,7,Instagram,20240623210022,20,Füllkrug > Havertz !
18040675411749003,7,Instagram,20240623210022,5,🖤❤️💛🔥
17888417004050273,7,Instagram,20240623210021,47,Respekt an Neuer der uns vorm 2:0 gerettet hat👏
17929663412888095,7,Instagram,20240623210020,10,Havertz💀💀💀
18038683156906945,7,Instagram,20240623210019,42,Zum Glück ist das vom schiri die letzte EM
18019430087106750,7,Instagram,20240623210019,16,Kai Haverts 7👎👎👎
17945438117708611,7,Instagram,20240623210019,127,"Wie kann man bitte Havertz die ganze Zeit spielen lassen, der Typ spielt wie ein Schluck Wasser in der Kurve, einfach schlecht."
17861544735171794,7,Instagram,20240623210019,23,Das war krass haha 👍🏼👍🏼
18229781191263585,7,Instagram,20240623210018,9,🇩🇪🇩🇪🔥🔥🔥🔥🔥
18002419394364477,7,Instagram,20240623210018,12,✨✨😍😍🇩🇪🇩🇪🏆🏆🏆🏆
17935617383765505,7,Instagram,20240623210018,37,I always prefer Fulkrug over havertz🔥
17928856376871329,7,Instagram,20240623210018,44,sogar gegen 12 mann das unentschieden geholt
17921814383921840,7,Instagram,20240623210018,75,Marc Andre Ter Stegen MUSS spielen im Achtelfinale!!!!!!-----‐------------>
18360894934099867,7,Instagram,20240623210017,2,🔥🔥
18022350518469470,7,Instagram,20240623210017,15,👏👏👏 Sehr gut!!!
18050628490670439,7,Instagram,20240623210016,3,🔥🔥🔥
18042259246888860,7,Instagram,20240623210016,27,Lücke muss stamm spielen!!!
18036717118975483,7,Instagram,20240623210016,33,Schiri war 12 Mann der Schweiz 🔥👏
18028238237172950,7,Instagram,20240623210016,35,Danke an den Unparteiischen schiri👏
