KommentarId,QuellenId,Plattform,Datum,Length,KommentarDEU
Ugydhrp_-dOY0-Ns0Rx4AaABAg,10,YouTube,20240619223018,274,"Starke Aktion von Kimmich. Das ist Wille! 
Ich find es allerdings mehr als nur schade das Undav nicht öfter bzw. früher reinkommt. Heute knapp 10min auf dem Feld aber ich wünschte mir es wäre mehr. Es macht so viel Spaß ihm zuzuschauen vor allem seine Durchsetzungsfähigkeit"
UgxtfdoH9Op5j1bGYK14AaABAg,10,YouTube,20240619222936,70,Gündogan musiala neuer kroos kimmich tah andrich sane heftige Leistung
UgxkQ4Z9-7-pDQxw28N4AaABAg,10,YouTube,20240619222838,103,Nach der EM werden die Top-Clubs um Musiala und Wirtz regelrecht kämpfen und die 100Mio. Grenze knacken
UgzcNVcBcZsgw6v5rft4AaABAg,10,YouTube,20240619222642,30,Heftig starke Leistung Respekt
UgwwsJoQS3EMLqQyFeN4AaABAg,10,YouTube,20240619222548,37,Ich hoffe die Deutschen fliegen raus.
Ugx7y59KSpXV_2G3P_x4AaABAg,10,YouTube,20240619222544,61,Super Sieg! Ganz überzeugend jedoch nicht wie im ersten Spiel
Ugw3D1XUHX58UexQp254AaABAg,10,YouTube,20240619222502,14,Peter Gulasch😂
Ugx3IOqhCXi-_OBCxbV4AaABAg,10,YouTube,20240619222458,85,"Man Merkt jeder jeder keine ahnung von fußball, weil keiner über mittelstädt redet 😂😂"
Ugzz1yVZLzL9Z3bj2WJ4AaABAg,10,YouTube,20240619222336,61,Lasst bitte Sane auf der Bank und lasst Wirtz durchspielen...
UgyqczWtDWRoVm5kSRV4AaABAg,10,YouTube,20240619222331,76,Wieder mal ein geisteskrankes Spiel vom so sehr verhassten Deutschtürken 👏👏👏
Ugy5sJvdGuEzXMFwA7l4AaABAg,10,YouTube,20240619222321,167,"Wir gewinnen, aber wir gewinnen halt auch mit schönen und schlauen Toren.
Das macht richtig richtig Spaß. Besser geht’s nicht.
Julian Nagelsmann du junger Fußballgott!"
UgwDfDP49Iqf4tDy6kF4AaABAg,10,YouTube,20240619222227,35,Kimich heute soooo stark! Wahnsinn!
Ugxu6LhgffANcdpz4_94AaABAg,10,YouTube,20240619222149,36,Alle Aktionen Läufen über Toni Kroos
UgwylXjHyfwAOzJr6ud4AaABAg,10,YouTube,20240619222145,157,Diejenigen die hier am meisten rumhaten und kritisieren wiegen wahrscheinlich 100k (fett) und machen nichts außer Bier trinken und an sich selbst rumspielen.
UgwrIfvUfkQbsQubytN4AaABAg,10,YouTube,20240619222102,380,"Gündogan und Musiala klasse.
Neuer zwischen Genie und Wahnsinn wieder: Einen Konter hält er stark, beim hohen Ball muss er fausten udn versucht zu fangen, was nur dank Kimmich nicht übel ausgeht.
Beim Freistoß schien er den Ball fangen zu wollen, was er dann zum Glück klasse ausbügeln konnte.
Ungewohnt unsicher bei einfacheren Bällen, bei schwierigen Szenen wieder Weltklasse :D"
Ugyw3b_BMBR5B1Wxq1J4AaABAg,10,YouTube,20240619222013,43,Deutschland spielt endlich mal  Fußball 🇩🇪💪
UgytHr8W2abYgpqw5mp4AaABAg,10,YouTube,20240619221913,55,Stop making Völlig losgelöst a thing. It is not a thing
Ugwtk4PCcI8Px5oy57B4AaABAg,10,YouTube,20240619221906,22,Kimmich als RV Killa💪🏻
Ugw3ZJmbJf4_Lm9tA1F4AaABAg,10,YouTube,20240619221752,43,"Jäh jäh jäh!!
Es geht vorwärts!
🖤❤💛
🖤❤💛
🖤❤💛"
UgwljsufnyZsfjZ-5rJ4AaABAg,10,YouTube,20240619221627,27,Gulaschi nicht Gulatschi!!!
UgwzCtDA1fv1VvdBn7p4AaABAg,10,YouTube,20240619221620,75,Good win und so aber bitte den Spielstand anzeigen auch in den Highlights^^
UgzFUSIJZQXR5OK6ogV4AaABAg,10,YouTube,20240619221604,64,Insgesamt tolle Leistung 🎉 ABER Sane ...... Jede Aktion ein Fail
Ugw5sNbIPITtXzw2IhN4AaABAg,10,YouTube,20240619221601,30,Es macht viel Spaß zuzuschauen
UgzKkqieff_6KdIzH5N4AaABAg,10,YouTube,20240619221450,271,"Ich liebe diese Mannschaft so sehr. Eine super spannende und unterhaltsame Startelf. Und auf der Bank so viele verschiedene Spielertypen, mit denen dann ein Weltklasse Trainer wie Nagelsmann nochmal richtig schlau umstellen kann.

Man darf vom EM Titel träumen. Wahnsinn."
Ugycuw3M_yzJCcGggVx4AaABAg,10,YouTube,20240619221437,30,Deutschland 🖤 ❤️ 💛 🇩🇪 💪 😎 ⚽️⚽️
UgzruXeIsC4HS6UFI-14AaABAg,10,YouTube,20240619221336,28,Kimmich ganz stark heute 🎉🎉🎉
UgyPpXNKBwjdSuO2vMR4AaABAg,10,YouTube,20240619221256,55,"Havertz gehört nicht in die Startelf, sondern Füllkrug."
Ugx8Vz4JJCM1DqQxFGB4AaABAg,10,YouTube,20240619221238,70,Jetzt schon das beste Tunier seit 2016 (mal vom Confed Cup abgesehen).
UgwbCdhgdm5zjWGfE654AaABAg,10,YouTube,20240619221134,306,"Schottland hat es der DFB-Elf zu einfach gemacht, die Ungarn haben uns das ein oder andere Mal zum wackeln gebracht......das wird gegen die Top-Teams nicht reichen. Frankreich, Spanien und besonders Italien (aus der Historie heraus) . Wäre schon schön das Finale zu erreichen, aber überzeugt bin ich nicht."
UgywXnQDNwjgjZfPZiZ4AaABAg,10,YouTube,20240619221107,144,"Haben alle gut gespielt, bis auf Sane, erneut... und erneut viele Ballverluste, ungenaue und schwache Abschlüsse, darf gerne bei Bayern bleiben."
UgxrysE081wTGn1Uoo54AaABAg,10,YouTube,20240619221058,31,Schlechtester Moderator jemals!
UgzMpKWmfSh_sHAFiGx4AaABAg,10,YouTube,20240619220747,66,Weltklasse Defensive neuer Kimmich tah rüdiger und co retten alles
UgxKyUJ6a9BYdwvWXXR4AaABAg,10,YouTube,20240619220628,176,"Das ganze Konzept Nagelsmann's grenzt bald schon an Perfektion😂❤ er hat sovieles richtig gemacht, was uns gefehlt hat, endlich macht es unfassbar bock wieder Deutscher zu sein❤"
Ugwe1bsJW9cWW9A8Nbd4AaABAg,10,YouTube,20240619220600,12,Gulattschi 🤣
UgyF-7Uqb713QX70Dn54AaABAg,10,YouTube,20240619220532,170,"Wieso redet keiner hier über Maxi Mittelcity? 
Wenn da kein Top Club anfragt egal ob Dortmund, Bayern oder die Premiere League Clubs dann haben die Tomaten auf den Augen."
UgxGPXCfmB8ZYcmb8M14AaABAg,10,YouTube,20240619220415,237,"Fun fact: Deutschland hat noch nie in einer EM- oder WM-Qualifikation gegen Ungarn gespielt. Das ist dann wohl auch der Grund, weshalb das heute der erste deutsche Sieg gegen Ungarn in einem Pflichtspiel seit dem Wunder von Bern (!) war."
UgwR0Ru59TpMOvhWc6N4AaABAg,10,YouTube,20240619220334,43,Kimmich and Neuer having each other's back!
UgwNnyho6daf8e02Aad4AaABAg,10,YouTube,20240619220304,148,Würde den Stadionsound nächstes mal noch leiser und den Kommentator noch lauter stellen und diesen noch mehr schreien lassen... Das war echt nervig.
UgwodctVRt8QEV82UBt4AaABAg,10,YouTube,20240619220235,55,"Neuer verschätzt sich nicht, sondern wird umgelaufen..."
UgxObBPbhejNk5lEQ9V4AaABAg,10,YouTube,20240619220138,76,"Es geht hier um Politik! AFD, bunt etc. Was soll das? Redet über Fußball!!!!"
UgyXmrGfIKrKpcfvvwp4AaABAg,10,YouTube,20240619220018,120,Wie haben wir es nagelsmann denn geschafft Gundogan so gut ins Spiel zu integrieren in der EM? Richtig toll zu sehen. :)
Ugy8UKkrZas9UQzMI3B4AaABAg,10,YouTube,20240619215911,134,"Finde Neuer hat keinen Fehler gemacht. Der Gegenspieler ist total in ihn rein, da ist es nicht verwunderlich dass er den Ball verliert"
UgzOcoEjElKMpotMzAV4AaABAg,10,YouTube,20240619215844,22,Neuer Haters be like 📉
UgzywX8XKcpF6-tKIrh4AaABAg,10,YouTube,20240619215810,69,Unglaublich gut gespielt von Ungarn! Die hätten es genau so verdient.
UgzcUEGYwtfT6baAaFF4AaABAg,10,YouTube,20240619215718,14,Deutschland 🇩🇪
UgyJWL5WkAWdV_6VIvt4AaABAg,10,YouTube,20240619215638,23,einfach wunderschön❤️❤️
UgyibbQMh16ZpGV5KJ54AaABAg,10,YouTube,20240619215555,73,Bin ich der einzige der sich über die Trikot farbe der DFB Elf aufregt!👎😡
UgyQ8T7W7iJ5Z-zbfex4AaABAg,10,YouTube,20240619215531,47,Kai Havertz gehört trotzdem nicht in den Sturm…
Ugx4Tt9tsbPRb6ht1-N4AaABAg,10,YouTube,20240619215525,132,"1:57 blitzgenesung.... Es ist inzwischen so lächerlich, wie sich die Fußballer aufm Boden wälzen...
Ich muss zu Football wechseln..."
UgzpzwhgIl5-bLgofr14AaABAg,10,YouTube,20240619215503,137,"Also bei aller Liebe, der Eindatz von Gündogan vorm 1:0 war vollkommen in Ordnung. Das sich der Trainer der Ungarn so aufregt auf der PK."
UgzHZTrSdK9hhVHrhul4AaABAg,10,YouTube,20240619215353,62,Lese immer Musiala und Wirtz. Der Strippenzieher ist Gündogan!
Ugwrqjse1lyrI5H67h94AaABAg,10,YouTube,20240619215336,32,Weiter immer weiter🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🙌🙌🙌
UgyVwqe87bQY3uy-nBl4AaABAg,10,YouTube,20240619215313,37,Kimmich soll seine Karriere beenden..
UgzPP5N_LewPfjDzDuR4AaABAg,10,YouTube,20240619215113,70,"Schade, dass sich die Ungarn nach dem 2:0 so schnell aufgegeben haben."
UgzxUFrCOab4Q-aBvop4AaABAg,10,YouTube,20240619214922,73,Ungarn hatte ein Tor verdient bin mal gespannt wie weit Deutschland kommt
UgyKp40Mj_DuFoq32Dp4AaABAg,10,YouTube,20240619214920,51,"""Aber Gündogan"" oder ""Arda Gündogan"" in Minute 2:06"
Ugz2k1Md7-PY_2h17LV4AaABAg,10,YouTube,20240619214858,67,"Was bin ich froh, dass wir so ne bunte Truppe haben!
Super gemacht."
UgyUPPTv-8jGfPxWUw94AaABAg,10,YouTube,20240619214800,48,Kimmich du geile Sau!! geiler Einsatz ! Come on.
UgwNbv9stbTpZ411vXd4AaABAg,10,YouTube,20240619214757,41,Starke Leistung von Neuer und Kimmich  💪🏼
Ugw8J7sR7O2FOQ-Af2V4AaABAg,10,YouTube,20240619214716,43,"Tor Differenz 7:1 
Das bedeutet was Leute 🥹"
UgyovdDEZmgTDyTbgyt4AaABAg,10,YouTube,20240619214556,14,Deutschland 🇩🇪
UgxFpBwJWBEgFUmrMzF4AaABAg,10,YouTube,20240619214550,53,Ilkay bis jetzt einer der besten im ganzen Wetbewerb.
Ugx2YFQgLaLM-yG95KR4AaABAg,10,YouTube,20240619214544,19,Deutschland!!!!❤️🇩🇪
Ugxp-o44zJGx_HrqAFF4AaABAg,10,YouTube,20240619214532,99,"Was ein Spiel von Kroos, mal wieder. Wie er mit seinen Pässen das Tempo verschärft ist unglaublich."
UgzVrMQlurBVkTDdL2x4AaABAg,10,YouTube,20240619214531,236,"Klares Foul von Neuer, dafür gabs gegen Schottland ein Elfer und hier gibts nicht mal eine Ansprache vom Schiri. Klares Offensivfoul von Gündogan, wird auch nicht abgepiffen. Was der DFB wohl an Schmiergeld für den Schiri zahlen musste."
UgxpLp2LSlNtZqcuZVV4AaABAg,10,YouTube,20240619214528,66,"afd wähler schäumen vor Wut, weil  unser Kapitän Gündogan MOTM ist"
Ugy4SS-em1CgRoZEN9d4AaABAg,10,YouTube,20240619214506,21,ALLES FÜR DEUTSCHLAND
UgwlotU_EtGj2GOM2BB4AaABAg,10,YouTube,20240619214436,167,Grüße aus Stuttgart! Es war und ist ein magischer Abend hier in Stuttgart. Was hier in der Innenstadt angeht und das seit Stunden. 🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪 2006 Gefühle kommen hoch.
UgzmL_Rn8Nia6RQqGgF4AaABAg,10,YouTube,20240619214430,260,"Ich gönne denen trotzdem nicht die 400.000 € Prämie. Dafür muss ich für meine 1.400 zu hart arbeiten. Das gabs ja früher nicht für das ganze Team zusammen. Völlig unverhältnismäßig. Das sind keine Herzchirurgen oder Raketenwissenschaftler, die spielen Fußball."
Ugzy8nxrl1gX_m1Zr-B4AaABAg,10,YouTube,20240619214415,80,"So einen Kapitän wünscht man sich 🖤❤️💛
Grüße von einem sächsischen AfD wähler ;)"
Ugx3fVFP9BnYioV-neh4AaABAg,10,YouTube,20240619214330,200,Endlich ein Gündogan auf den wir sehnlichst gewartet haben! Havertz und ganz besonders Sane wirken leider noch ein wenig wie Fremdkörper. Havertz mit technischen Problemen und Sane brutal eigensinnig.
UgzIn53-xpkOTnlR3R14AaABAg,10,YouTube,20240619214218,28,beste gündogan den es je gab
UgwesRy249D6ibI5qXd4AaABAg,10,YouTube,20240619214200,132,"Yeah, two red cards for the German players. 

""German"" LOL
""""players"" LOL LOL

The guys in light blue should have been... nevermind."
Ugzpxr1lMIUB62gG7Qx4AaABAg,10,YouTube,20240619214158,41,Mein Man Of The Match heißt Jonathan Tah.
Ugx_MJT_gQ7YQXbgmMF4AaABAg,10,YouTube,20240619214128,10,Neuer raus
UgyrJnXXAQ0GZc6ApFd4AaABAg,10,YouTube,20240619214101,8,Prost🍺⚽️
Ugwh34U73QRjDLCEaKZ4AaABAg,10,YouTube,20240619214054,149,Ich hatte nach zuletzt unauffälligen bis schlechten Leistungen von Gündogan für Deutschland meine Zweifel. Nach diesen beiden Spielen 100% beseitigt.
UgyI4aLbkxn-Eq_PEsx4AaABAg,10,YouTube,20240619214050,1179,"Heute haben wir uns schon ein paar schwächen erlaubt, die wir unbedingt in der KO - Phase vermeiden müssen. Zum Spielbeginn war die Deutsche Nationalmannschaft nicht 100%tig konzentriert, da hätten wir auch durchaus in Rückstand geraten können.

Florian Wirtz, Joshua Kimmich und auch Kai Havertz haben mir persönlich heute überhaupt nicht gefallen, keine Ahnung was diese Spieler vor dem Spiel zu sich genommen haben.

Und unser Trainer Julian Nagelsmann hat sich erneut vercoacht, warum zur Hölle wechselt er immer wieder Leroy Sané ein, schon im Spiel gegen die Schotten gelang diesem Spieler gar nichts und wirkte wie ein Fremdkörper in der Mannschaft.

Heute gegen Ungarn genau das Gleiche, der Spieler Leroy Sanè wirkt nicht fit, wo bleibt da das Leistungsprinzip? Warum nicht mal den jungen Spieler Maximilian Beier einwechseln, der hat doch gegen Griechenland gezeigt, das er zum einem in Form ist und ein absolutes belebendes Element im Angriff war.

Leroy Sanè verdaddelt selbst beste Chancen, verliert fast jeden Zweikampf und all seine Aktionen wirken unglücklich, das ist bisher mit Lichtjahren Abstand der schlechteste Spieler in unserer Nationalmannschaft."
Ugx6xxSsjSeQKP_mglJ4AaABAg,10,YouTube,20240619214037,25,"Musiala,wirtz und gündo 💯"
Ugzj1GmsJNfOmM35Yhp4AaABAg,10,YouTube,20240619214035,125,Jetzt mindestens unentschieden gegen Schweiz und wir sind 1 Platz und gehen Italien oder Kroatien aus dem Weg im Achtelfinale
UgzNJZ3gwkDlxme_YJl4AaABAg,10,YouTube,20240619214030,87,"Also Sane heute echt ""bescheiden"" , da hätte man aus vielen Aktionen mehr machen können"
UgxGvdcnl3BkyIkmb9N4AaABAg,10,YouTube,20240619213807,100,Schönes Spiel gegen ein Ungarn das immer mal wieder für Probleme bei uns gesorgt hat... Weiter so :D
UgzrheQREYDimsqfgSB4AaABAg,10,YouTube,20240619213803,31,Kimmich hat mir gefallen heute!
UgwjM0D9g_KTJ14GAp54AaABAg,10,YouTube,20240619213704,17,hatschi gulatschi
UgxE_ozlfcIybMHs9pZ4AaABAg,10,YouTube,20240619213650,843,"Aus meiner Sicht war das vor dem 1:0 ein Foul. Die rationalen Gründe:
1. Der Kontakt vom Deutschen geht nur auf den Körper, es geht nie um einen Kampf um den Ball. 
2. Der Kontakt ging nur vom Deutschen aus, der in den Man geht.
3. Der Kontakt führt eindeutig zum Fall

Die Emotionen Gründe (als Verteidiger)
1. Es ist im eigenen Strafraum immer ein unfaires Duell. Du selber darfst als Verteidiger den Zweikampf nicht an der Grenze des erlaubten führen, da du sonst einen Elfer riskierst. Der Stürmer kann das, gibt ja im schlimmsten Fall Freistoß.
2. Wäre ein Verteidiger so in einen Stürmer rein, hätten alle Elfmeter gefordert.

Klar kann man das trotzdem weiter laufen lassen, aber in meinen Augen gehört es abgegriffen. 

Und ich bin mir sicher wäre die Entscheidung auf dem Feld auf Foul gefallen hätte es der VAR auch nicht korrigiert."
UgwodvtTekYkea4NZhF4AaABAg,10,YouTube,20240619213601,77,"Wenn türkei gegen deutschland steht dann sage ich jetzt schon, sorry türkei😂😂"
Ugx-K-7e0BNdCZAK7-x4AaABAg,10,YouTube,20240619213447,353,"Ich hoffe wirklich wirklich dass diese Torwartdiskussion um Neuer endlich mal ruhe hat er hat gerade in diesem Spiel bewiesen warum er da ist wo er ist. Damit will ich ter stegen nicht klein reden im Gegenteil er ist wahnsinnig krass aber Neuer ist am ende des Tages einfach neuer 

Ansonsten spannendes spiel bin sehr ready was gegen die Schweiz abgeht"
UgyZzUz8BDBGQXQCW8F4AaABAg,10,YouTube,20240619213442,103,"Zweite absolute Null-Leistung von Sane. 
Die Auswechslung kann man sich beim nächsten Mal gerne sparen."
UgyLXfwZy-TmTJ5nbv54AaABAg,10,YouTube,20240619213435,576,"Schade, dass man nach einem 2:0 Sieg trotzdem wieder auf einen einzelnen draufhauen muss. 

Wir gewinnen 2 aus 2 Spielen absolut souverän, aber trotzdem sind die Kommentarsektionen, vor allem auf anderen sozialen Plattformen wieder voll mit Individualisten-Gebashe. 
Kann ich nicht nachvollziehen.


In dem Fall Sané (weil dieser bei einem Konter den Pass nach links gewählt hat und nicht den Pass nach rechts und somit eine Chance vertan hat.) 
Zudem hat er 2 Chancen in 30 Minuten kreiert, was man auch erwähnen darf, wenn man seine 2 schlechten Aktionen zu Schluss erwähnt."
UgwzIV591pLqOU1fukh4AaABAg,10,YouTube,20240619213359,116,Die ganzen AfD Wähler waren bestimmt ganz unglücklich bei den Toren der nicht-weißen Spieler im Deutschland Trikot 😜
Ugy3KpHNTazNuIqmr4l4AaABAg,10,YouTube,20240619213349,84,Emre Can ist einfach unglaublich schnell. Das war mir nicht so bewusst. Weiter so !!
Ugz51H6n5wKD562_A214AaABAg,10,YouTube,20240619213342,12,knappes ding
UgxIXUL_5zbUSlOSNtV4AaABAg,10,YouTube,20240619213323,59,"Ohhhh wie ist das schöööön, oooohhhh wie ist das schööööön."
UgxekRlmEfeIDoHQi6p4AaABAg,10,YouTube,20240619213311,19,Die EM macht Spaß 🎉
UgxJ_UPlYXQ4r_C99nx4AaABAg,10,YouTube,20240619213226,128,"Meiner Meinung nach, ist Andrich mit der beste im deutschen Mittelfeld. Was er da hinten alles abräumt, ist einfach erstaunlich."
UgwE08j8QjHa3EzyCqh4AaABAg,10,YouTube,20240619213218,154,Wie sich hier einige über einen gündogan der seit Jahren auf top Niveau spielt beschweren. Ich als Deutscher finde das er gut spielt ! Weiter so ! ❤️🇩🇪🥰👏🙏
UgyacNWuERfZ9HN3bO54AaABAg,10,YouTube,20240619213200,102,"Pinke Shirts, gündogan 1 Tor, 1 Vorlage, jamal macht das zweite Tor ... ein Albtraum für die afd 😂😂😂😂😂"
UgzZxtzHNFFHN9BFxFh4AaABAg,10,YouTube,20240619213143,35,Gündogan so ein wichtiger Spieler!!
UgzbFSqa2n0G5I6dU154AaABAg,10,YouTube,20240619213126,14,Danke Neuer!!!
UgxIcZPsUpq1wMi3Tv94AaABAg,10,YouTube,20240619213039,44,1 Tor war ein Foul hätte nicht zählen dürfen
Ugyipcc6s2wf1n0YOlt4AaABAg,10,YouTube,20240619213012,21,Gulatschi und Zane :)
UgwqrgFGO5zS-LhJJHl4AaABAg,10,YouTube,20240619212907,103,"Jeder hat für den anderen gekämpft, verlorene Bälle wurden meist sofort wieder zurückerobert. Wahnsinn!"
UgweAe0RGNzRI60kUmx4AaABAg,10,YouTube,20240619212906,557,"Das sind die gleichen Leute, die auch Mesut Özil damals gefeiert und danach gehasst haben. Gündogan hat ebenfalls gezeigt, dass sich das deutsche Volk nicht geändert hat. Seine ersten Länderspiele waren nicht so gut, und er wurde dann direkt als ""Verräter"" usw. abgestempelt. Jetzt ist er der beste Mann auf dem Platz und jeder feiert ihn. Wie Mesut auch einst sagte: ""Deutscher, wenn wir gewinnen, aber Immigrant, wenn wir verlieren."" Selbst Karim Benzema (Ballon d'Or-Gewinner 2022) sagte: ""Treffe ich, bin ich Franzose. Treffe ich nicht, bin ich Araber."""
Ugx8DNj_Jw1ywaBciZd4AaABAg,10,YouTube,20240619212833,35,"Die machen jeden Gegner ""Gulaschi""😂"
UgwMeQzfQz6PbOicyCd4AaABAg,10,YouTube,20240619212811,56,"Deutschland hat das Spiel gekauft 🤮
Was für ein Schiri 🤮"
UgxZRyfB5N_rGU3-oaR4AaABAg,10,YouTube,20240619212745,82,Spätestens wenn deutschland auf ne richtige starke Mannschaft trifft sind sie raus
Ugw9q2e5bKBFbeYF4ax4AaABAg,10,YouTube,20240619212742,102,"Fußballredakteure wenn sie sich wieder eine geniale Headline mit ""Völlig Losgelöst"" einfallen lassen 🤪"
UgxWWgxdbfUNwj3NSoV4AaABAg,10,YouTube,20240619212741,90,Sane kann heimfahren ich versteh bis jetzt noch nicht warum er überhaupt mitgenommen wurde
UgyqIHlDU3Qh9tffn614AaABAg,10,YouTube,20240619212714,55,Wie oft werden sie in diesen Auswärtstrikots spielen? 😳
Ugzd6JA8NlRr6oNNsZt4AaABAg,10,YouTube,20240619212709,57,Klasse gespielt. Bitte Sane nie wieder einwechseln. Danke
UgxoGfh-aaD-0aXgoCN4AaABAg,10,YouTube,20240619212653,175,Endlich nach einem Jahrzehnt sind wir mal wieder die Nr1 aller Mannschaften der Welt. Jetzt holt den Titel Jungs das seid ihr un schuldig nach all dem scheiß die letzten Jahre
UgyfVZswYV5qrH7YFr14AaABAg,10,YouTube,20240619212637,434,"Trotz dieses nichtssagenden, identitätslosen Trikots  ein Sieg und Einzug ins Achtel-Finale.
Prima. Gleichwohl fiel mir die Vielzahl an Fehlpässen auf im Vergleich zum Schottland-Spiel. Und ich behaupte, es liegt auch(!)  am schlechter sichtbaren pink-dunklen Trikot. Aber es  ist ja so woke und divers und verkauft sich prima.  Im hellen  ""Auswärts""-Trikot werden beim Passen die Mitspieler peripher besser erkannt, so meine Theorie."
UgyqPl6HQCYze5B474V4AaABAg,10,YouTube,20240619212614,187,"Also ganz ehrlich. So sehr ich Sanes Körpersprache oft nicht mag, diesmal fand ich ihn ganz in Ordnung, besser als er dargestellt wird. Verstehe echt nicht wo der Hate gegen ihn herkommt."
Ugzk74ZOudm3OJ5obFl4AaABAg,10,YouTube,20240619212604,18,Ilkay Gündogan⚽️💯👍
UgwrO35CD3dHYPzM61h4AaABAg,10,YouTube,20240619212559,134,"Wenn ich bedenke wie die AFD noch gegen die ""Regenbogentruppe"" und ""nicht-deutschen"" Spieler gehetzt hat...
IN YOUR FACE!
Großes Kino."
Ugy2URPcC6o7rgt4Urh4AaABAg,10,YouTube,20240619212556,34,ungarn klar die bessere Mannschaft
UgydNzWq_1oG4SDOoYh4AaABAg,10,YouTube,20240619212504,144,"Musiala, Gündogan, Tah. Geile Kicker! Soo dankbar, dass sie sich für Deutschland entschieden haben. Hoffe dass sie öfter dafür gewürdigt werden."
UgwdPqHtmq_9SiNuG114AaABAg,10,YouTube,20240619212502,415,Die Pomadigen haben einmal mehr glücklich gewonnen ! Warte nun auf die Ausreden wenn sie von der Schweiz einen auf den Sack bekommen. Kaum haben sie nach etwa 12 Jahren  schlechtem Spiel mit immer wieder den gleichen zweitklassigen Protagonisten 2 Spiele in Folge gegen mittelmäßige Gegner gewonnen redet der deutsche Michel prompt vom EM Titel. Wenn die so weiter spielen wird es umgehend ein böses Erwachen geben.
UgyyWKa0HySBPw59ZIN4AaABAg,10,YouTube,20240619212438,31,"DANKE GÜNDOGAN , DANKE MUSİALA❤"
UgzPTfFax601HK1NiNd4AaABAg,10,YouTube,20240619212342,77,Herzlichen Glückwunsch zum Sieg meine Deutschen Freunde 🇩🇪✊❤ von einem Russen
UgyHwF-1DNcb7_UHRyt4AaABAg,10,YouTube,20240619212332,122,"Wo sind die Kommentare, welche Neuer loben? Der Mann hat trotz aller Kritik bewiesen, warum er weiterhin die Nummer 1 ist!"
UgzqQZ8BcOKSBCBf-NB4AaABAg,10,YouTube,20240619212327,372,"2:05 absolut verdientes Gegentor. Der Schiri hat nicht gepfiffen, also geht nicht einfach AFK sondern nehmt das Spiel weiter ernst. Einfach den Arm heben und umdrehen, als ob einfach zu *erwarten* ist, dass der Schiri eure Seite einnimmt.
Das Tor war kontrovers, zum Glück gab's ein Zweites. Aber meiner Meinung nach absolut seltsames Mindset von den Ungaren in der Szene."
Ugw-e7c-qUZxDea7zI94AaABAg,10,YouTube,20240619212254,25,Gündogan man of the match
UgyFO-BwYKPpan1tV2p4AaABAg,10,YouTube,20240619212229,45,warum wurde das tor der ungarn nicht gegeben?
UgxnRYHKGKQSEYhNoIl4AaABAg,10,YouTube,20240619212204,295,"Glückwunsch an meine deutschen Mitbürger💕🎉🎊  Die Mannschaft hat einfach dominiert. Ich freue mich für euch aber auch für İlkay Gündoğan. Da er getroffen hat, darf er weiterhin deutsch sein, sonst hätte man ihm das womöglich wieder abgesprochen und er wäre wieder zum Türken ""degradiert"" worden🤣😂"
UgzmXG5xPGwkhmXMbM54AaABAg,10,YouTube,20240619212122,32,Des wird ein EM Sieg ich calls 🔥
Ugy6qTYSQ_IR0UBMzhJ4AaABAg,10,YouTube,20240619212049,148,"Die Zukunft vom Fußball liegt in guten Händen. Musiala, Wirtz, Güler, Yamal, Pedri usw. Wenn die in ihre Prime kommen wird der Ballon d'Or ein Fest."
Ugx4z8T5hcFV0VQ3Ms54AaABAg,10,YouTube,20240619212041,110,"Das ganze Match über extrem angespannt gewesen. Und als dann das zweite Tor fiel, war das so ein geiles Gefühl"
UgwkLqUDfUui7hmPd_N4AaABAg,10,YouTube,20240619212019,25,Super KIMMIIIIIICH !!! 😂❤
UgyEo8_ZzOMs--1bAyt4AaABAg,10,YouTube,20240619212005,94,"Das erste Tor war ein Faul, dass hat mit Körpereinsatz nichts zu tun, er rammt ihn einfach weg"
UgxJh8Nk0SIcQtge6GZ4AaABAg,10,YouTube,20240619211806,167,"Sane muss unbedingt wenn er eingewechselt wird in Zukunft erstmal in den Flow kommen vom Spiel und nicht immer versuchen in den Gegner zu dribbeln!
Sonst top Leistung!"
Ugx70IiMpOG2yuCvsHx4AaABAg,10,YouTube,20240619211659,97,"7:48 war das nicht ein Foul von Neuer, er geht ja zuerst in den Gegner bevor er an den Ball kommt"
UgzKIJHuXX_f4X2eeS94AaABAg,10,YouTube,20240619211611,9,Meci de 💩
UgyDspjkevwKM64_XEd4AaABAg,10,YouTube,20240619211513,45,"Wo sind die ""Ausländer raus"" Schreier denn?!!"
Ugyc6eVRUt2iF0xBPbd4AaABAg,10,YouTube,20240619211506,43,Musiala hatte wieder motm verdient gehabt .
UgwO8HLy5ql0gPhN1IJ4AaABAg,10,YouTube,20240619211448,70,Gündogan und Musiala machen Tor aber Leute wollen AFD wählen.Peinlich!
UgyUyIWhzALmFCNSGax4AaABAg,10,YouTube,20240619211432,171,"Wenn man die Aufzeichnung so sieht, könnte man meinen, das Ungarn mit uns auf Augenhöhe war. Deutschland hat fast durchgehend das Spiel diktiert. Völlig verdient gewonnen."
UgwNeWj3Jnx3vUTLoMB4AaABAg,10,YouTube,20240619211424,116,"Das es hier Leute gibt die Gündogan, den aktuellen Topscorer der em schlecht reden ist wirklich so peinlich und dumm"
