Tool,Radius_Manual,Radius_Model,F1_Score
textblob_de,0.3300000000000002,0.28000000000000014,0.4073525712141146
textblob_de,0.3300000000000002,0.29000000000000015,0.4073525712141146
textblob_de,0.3300000000000002,0.30000000000000016,0.4073525712141146
textblob_de,0.3300000000000002,0.31000000000000016,0.4073525712141146
textblob_de,0.3300000000000002,0.3200000000000002,0.4073525712141146
textblob_de,0.3300000000000002,0.3300000000000002,0.4073525712141146
textblob_de,0.3300000000000002,0.3400000000000002,0.39841954735571755
textblob_de,0.3300000000000002,0.3500000000000002,0.37429922323539344
textblob_de,0.3300000000000002,0.3600000000000002,0.37429922323539344
textblob_de,0.3300000000000002,0.3700000000000002,0.37429922323539344
textblob_de,0.3300000000000002,0.3800000000000002,0.37429922323539344
textblob_de,0.3300000000000002,0.39000000000000024,0.37429922323539344
textblob_de,0.3300000000000002,0.40000000000000024,0.37429922323539344
textblob_de,0.3300000000000002,0.41000000000000025,0.37429922323539344
textblob_de,0.3300000000000002,0.42000000000000026,0.37429922323539344
textblob_de,0.3300000000000002,0.43000000000000027,0.3442269160305999
textblob_de,0.3300000000000002,0.4400000000000003,0.3442269160305999
textblob_de,0.3300000000000002,0.4500000000000003,0.3442269160305999
textblob_de,0.3300000000000002,0.4600000000000003,0.3442269160305999
textblob_de,0.3300000000000002,0.4700000000000003,0.3442269160305999
textblob_de,0.3300000000000002,0.4800000000000003,0.3442269160305999
textblob_de,0.3300000000000002,0.4900000000000003,0.3442269160305999
textblob_de,0.3400000000000002,0.15,0.438582268987272
textblob_de,0.3400000000000002,0.16,0.4448128078265065
textblob_de,0.3400000000000002,0.17,0.4448128078265065
textblob_de,0.3400000000000002,0.18000000000000002,0.42652717652717653
textblob_de,0.3400000000000002,0.19000000000000003,0.42652717652717653
textblob_de,0.3400000000000002,0.20000000000000004,0.42652717652717653
textblob_de,0.3400000000000002,0.21000000000000005,0.42652717652717653
textblob_de,0.3400000000000002,0.22000000000000006,0.42652717652717653
textblob_de,0.3400000000000002,0.23000000000000007,0.42652717652717653
textblob_de,0.3400000000000002,0.24000000000000007,0.42027181242867523
textblob_de,0.3400000000000002,0.2500000000000001,0.41143296294370196
textblob_de,0.3400000000000002,0.2600000000000001,0.41143296294370196
textblob_de,0.3400000000000002,0.27000000000000013,0.41143296294370196
textblob_de,0.3400000000000002,0.28000000000000014,0.41143296294370196
textblob_de,0.3400000000000002,0.29000000000000015,0.41143296294370196
textblob_de,0.3400000000000002,0.30000000000000016,0.41143296294370196
textblob_de,0.3400000000000002,0.31000000000000016,0.41143296294370196
textblob_de,0.3400000000000002,0.3200000000000002,0.41143296294370196
textblob_de,0.3400000000000002,0.3300000000000002,0.41143296294370196
textblob_de,0.3400000000000002,0.3400000000000002,0.4024409325614145
textblob_de,0.3400000000000002,0.3500000000000002,0.3779382914214375
textblob_de,0.3400000000000002,0.3600000000000002,0.3779382914214375
textblob_de,0.3400000000000002,0.3700000000000002,0.3779382914214375
textblob_de,0.3400000000000002,0.3800000000000002,0.3779382914214375
textblob_de,0.3400000000000002,0.39000000000000024,0.3779382914214375
textblob_de,0.3400000000000002,0.40000000000000024,0.3779382914214375
textblob_de,0.3400000000000002,0.41000000000000025,0.3779382914214375
textblob_de,0.3400000000000002,0.42000000000000026,0.3779382914214375
textblob_de,0.3400000000000002,0.43000000000000027,0.3476626348479895
textblob_de,0.3400000000000002,0.4400000000000003,0.3476626348479895
textblob_de,0.3400000000000002,0.4500000000000003,0.3476626348479895
textblob_de,0.3400000000000002,0.4600000000000003,0.3476626348479895
textblob_de,0.3400000000000002,0.4700000000000003,0.3476626348479895
textblob_de,0.3400000000000002,0.4800000000000003,0.3476626348479895
textblob_de,0.3400000000000002,0.4900000000000003,0.3476626348479895
textblob_de,0.3500000000000002,0.15,0.42995720556768796
textblob_de,0.3500000000000002,0.16,0.4361952861952862
textblob_de,0.3500000000000002,0.17,0.4361952861952862
textblob_de,0.3500000000000002,0.18000000000000002,0.4178059811862629
textblob_de,0.3500000000000002,0.19000000000000003,0.4178059811862629
textblob_de,0.3500000000000002,0.20000000000000004,0.4178059811862629
textblob_de,0.3500000000000002,0.21000000000000005,0.4178059811862629
textblob_de,0.3500000000000002,0.22000000000000006,0.4178059811862629
textblob_de,0.3500000000000002,0.23000000000000007,0.4178059811862629
textblob_de,0.3500000000000002,0.24000000000000007,0.41143296294370196
textblob_de,0.3500000000000002,0.2500000000000001,0.4024409325614145
textblob_de,0.3500000000000002,0.2600000000000001,0.4024409325614145
textblob_de,0.3500000000000002,0.27000000000000013,0.4024409325614145
textblob_de,0.3500000000000002,0.28000000000000014,0.4024409325614145
textblob_de,0.3500000000000002,0.29000000000000015,0.4024409325614145
textblob_de,0.3500000000000002,0.30000000000000016,0.4024409325614145
textblob_de,0.3500000000000002,0.31000000000000016,0.4024409325614145
textblob_de,0.3500000000000002,0.3200000000000002,0.4024409325614145
textblob_de,0.3500000000000002,0.3300000000000002,0.4024409325614145
textblob_de,0.3500000000000002,0.3400000000000002,0.3932844932844933
textblob_de,0.3500000000000002,0.3500000000000002,0.36809254775356476
textblob_de,0.3500000000000002,0.3600000000000002,0.36809254775356476
textblob_de,0.3500000000000002,0.3700000000000002,0.36809254775356476
textblob_de,0.3500000000000002,0.3800000000000002,0.36809254775356476
textblob_de,0.3500000000000002,0.39000000000000024,0.36809254775356476
textblob_de,0.3500000000000002,0.40000000000000024,0.36809254775356476
textblob_de,0.3500000000000002,0.41000000000000025,0.36809254775356476
textblob_de,0.3500000000000002,0.42000000000000026,0.36809254775356476
textblob_de,0.3500000000000002,0.43000000000000027,0.35611879160266263
textblob_de,0.3500000000000002,0.4400000000000003,0.35611879160266263
textblob_de,0.3500000000000002,0.4500000000000003,0.35611879160266263
textblob_de,0.3500000000000002,0.4600000000000003,0.35611879160266263
textblob_de,0.3500000000000002,0.4700000000000003,0.35611879160266263
textblob_de,0.3500000000000002,0.4800000000000003,0.35611879160266263
textblob_de,0.3500000000000002,0.4900000000000003,0.35611879160266263
textblob_de,0.3600000000000002,0.15,0.42857857857857856
textblob_de,0.3600000000000002,0.16,0.4349131873611678
textblob_de,0.3600000000000002,0.17,0.4349131873611678
textblob_de,0.3600000000000002,0.18000000000000002,0.41630828502972134
textblob_de,0.3600000000000002,0.19000000000000003,0.41630828502972134
textblob_de,0.3600000000000002,0.20000000000000004,0.41630828502972134
textblob_de,0.3600000000000002,0.21000000000000005,0.41630828502972134
textblob_de,0.3600000000000002,0.22000000000000006,0.41630828502972134
textblob_de,0.3600000000000002,0.23000000000000007,0.41630828502972134
textblob_de,0.3600000000000002,0.24000000000000007,0.41015024787902976
textblob_de,0.3600000000000002,0.2500000000000001,0.4012071938901207
textblob_de,0.3600000000000002,0.2600000000000001,0.4012071938901207
textblob_de,0.3600000000000002,0.27000000000000013,0.4012071938901207
textblob_de,0.3600000000000002,0.28000000000000014,0.4012071938901207
textblob_de,0.3600000000000002,0.29000000000000015,0.4012071938901207
textblob_de,0.3600000000000002,0.30000000000000016,0.4012071938901207
textblob_de,0.3600000000000002,0.31000000000000016,0.4012071938901207
textblob_de,0.3600000000000002,0.3200000000000002,0.4012071938901207
textblob_de,0.3600000000000002,0.3300000000000002,0.4012071938901207
textblob_de,0.3600000000000002,0.3400000000000002,0.3920980024279881
textblob_de,0.3600000000000002,0.3500000000000002,0.3671574395013833
textblob_de,0.3600000000000002,0.3600000000000002,0.3671574395013833
textblob_de,0.3600000000000002,0.3700000000000002,0.3671574395013833
textblob_de,0.3600000000000002,0.3800000000000002,0.3671574395013833
textblob_de,0.3600000000000002,0.39000000000000024,0.3671574395013833
textblob_de,0.3600000000000002,0.40000000000000024,0.3671574395013833
textblob_de,0.3600000000000002,0.41000000000000025,0.3671574395013833
textblob_de,0.3600000000000002,0.42000000000000026,0.3671574395013833
textblob_de,0.3600000000000002,0.43000000000000027,0.355215360664245
textblob_de,0.3600000000000002,0.4400000000000003,0.355215360664245
textblob_de,0.3600000000000002,0.4500000000000003,0.355215360664245
textblob_de,0.3600000000000002,0.4600000000000003,0.355215360664245
textblob_de,0.3600000000000002,0.4700000000000003,0.355215360664245
textblob_de,0.3600000000000002,0.4800000000000003,0.355215360664245
textblob_de,0.3600000000000002,0.4900000000000003,0.355215360664245
textblob_de,0.3700000000000002,0.15,0.41215488215488216
textblob_de,0.3700000000000002,0.16,0.4178691678691678
textblob_de,0.3700000000000002,0.17,0.4178691678691678
textblob_de,0.3700000000000002,0.18000000000000002,0.39823943661971833
textblob_de,0.3700000000000002,0.19000000000000003,0.39823943661971833
textblob_de,0.3700000000000002,0.20000000000000004,0.39823943661971833
textblob_de,0.3700000000000002,0.21000000000000005,0.39823943661971833
textblob_de,0.3700000000000002,0.22000000000000006,0.39823943661971833
textblob_de,0.3700000000000002,0.23000000000000007,0.39823943661971833
textblob_de,0.3700000000000002,0.24000000000000007,0.39228855721393036
textblob_de,0.3700000000000002,0.2500000000000001,0.3833927510398099
textblob_de,0.3700000000000002,0.2600000000000001,0.3833927510398099
textblob_de,0.3700000000000002,0.27000000000000013,0.3833927510398099
textblob_de,0.3700000000000002,0.28000000000000014,0.3833927510398099
textblob_de,0.3700000000000002,0.29000000000000015,0.3833927510398099
textblob_de,0.3700000000000002,0.30000000000000016,0.3833927510398099
textblob_de,0.3700000000000002,0.31000000000000016,0.3833927510398099
textblob_de,0.3700000000000002,0.3200000000000002,0.3833927510398099
textblob_de,0.3700000000000002,0.3300000000000002,0.3833927510398099
textblob_de,0.3700000000000002,0.3400000000000002,0.3743291592128801
textblob_de,0.3700000000000002,0.3500000000000002,0.34963154016212233
textblob_de,0.3700000000000002,0.3600000000000002,0.34963154016212233
textblob_de,0.3700000000000002,0.3700000000000002,0.34963154016212233
textblob_de,0.3700000000000002,0.3800000000000002,0.34963154016212233
textblob_de,0.3700000000000002,0.39000000000000024,0.34963154016212233
textblob_de,0.3700000000000002,0.40000000000000024,0.34963154016212233
textblob_de,0.3700000000000002,0.41000000000000025,0.34963154016212233
textblob_de,0.3700000000000002,0.42000000000000026,0.34963154016212233
textblob_de,0.3700000000000002,0.43000000000000027,0.33771929824561403
textblob_de,0.3700000000000002,0.4400000000000003,0.33771929824561403
textblob_de,0.3700000000000002,0.4500000000000003,0.33771929824561403
textblob_de,0.3700000000000002,0.4600000000000003,0.33771929824561403
textblob_de,0.3700000000000002,0.4700000000000003,0.33771929824561403
textblob_de,0.3700000000000002,0.4800000000000003,0.33771929824561403
textblob_de,0.3700000000000002,0.4900000000000003,0.33771929824561403
textblob_de,0.3800000000000002,0.15,0.4194093113921755
textblob_de,0.3800000000000002,0.16,0.42497046765339447
textblob_de,0.3800000000000002,0.17,0.42497046765339447
textblob_de,0.3800000000000002,0.18000000000000002,0.4047367458948054
textblob_de,0.3800000000000002,0.19000000000000003,0.4047367458948054
textblob_de,0.3800000000000002,0.20000000000000004,0.4047367458948054
textblob_de,0.3800000000000002,0.21000000000000005,0.4047367458948054
textblob_de,0.3800000000000002,0.22000000000000006,0.4047367458948054
textblob_de,0.3800000000000002,0.23000000000000007,0.4047367458948054
textblob_de,0.3800000000000002,0.24000000000000007,0.39859826058245734
textblob_de,0.3800000000000002,0.2500000000000001,0.3896568547731339
textblob_de,0.3800000000000002,0.2600000000000001,0.3896568547731339
textblob_de,0.3800000000000002,0.27000000000000013,0.3896568547731339
textblob_de,0.3800000000000002,0.28000000000000014,0.3896568547731339
textblob_de,0.3800000000000002,0.29000000000000015,0.3896568547731339
textblob_de,0.3800000000000002,0.30000000000000016,0.3896568547731339
textblob_de,0.3800000000000002,0.31000000000000016,0.3896568547731339
textblob_de,0.3800000000000002,0.3200000000000002,0.3896568547731339
textblob_de,0.3800000000000002,0.3300000000000002,0.3896568547731339
textblob_de,0.3800000000000002,0.3400000000000002,0.3805481874447392
textblob_de,0.3800000000000002,0.3500000000000002,0.3555910707359587
textblob_de,0.3800000000000002,0.3600000000000002,0.3555910707359587
textblob_de,0.3800000000000002,0.3700000000000002,0.3555910707359587
textblob_de,0.3800000000000002,0.3800000000000002,0.3555910707359587
textblob_de,0.3800000000000002,0.39000000000000024,0.3555910707359587
textblob_de,0.3800000000000002,0.40000000000000024,0.3555910707359587
textblob_de,0.3800000000000002,0.41000000000000025,0.3555910707359587
textblob_de,0.3800000000000002,0.42000000000000026,0.3555910707359587
textblob_de,0.3800000000000002,0.43000000000000027,0.34348290598290604
textblob_de,0.3800000000000002,0.4400000000000003,0.34348290598290604
textblob_de,0.3800000000000002,0.4500000000000003,0.34348290598290604
textblob_de,0.3800000000000002,0.4600000000000003,0.34348290598290604
textblob_de,0.3800000000000002,0.4700000000000003,0.34348290598290604
textblob_de,0.3800000000000002,0.4800000000000003,0.34348290598290604
textblob_de,0.3800000000000002,0.4900000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.15,0.4194093113921755
textblob_de,0.39000000000000024,0.16,0.42497046765339447
textblob_de,0.39000000000000024,0.17,0.42497046765339447
textblob_de,0.39000000000000024,0.18000000000000002,0.4047367458948054
textblob_de,0.39000000000000024,0.19000000000000003,0.4047367458948054
textblob_de,0.39000000000000024,0.20000000000000004,0.4047367458948054
textblob_de,0.39000000000000024,0.21000000000000005,0.4047367458948054
textblob_de,0.39000000000000024,0.22000000000000006,0.4047367458948054
textblob_de,0.39000000000000024,0.23000000000000007,0.4047367458948054
textblob_de,0.39000000000000024,0.24000000000000007,0.39859826058245734
textblob_de,0.39000000000000024,0.2500000000000001,0.3896568547731339
textblob_de,0.39000000000000024,0.2600000000000001,0.3896568547731339
textblob_de,0.39000000000000024,0.27000000000000013,0.3896568547731339
textblob_de,0.39000000000000024,0.28000000000000014,0.3896568547731339
textblob_de,0.39000000000000024,0.29000000000000015,0.3896568547731339
textblob_de,0.39000000000000024,0.30000000000000016,0.3896568547731339
textblob_de,0.39000000000000024,0.31000000000000016,0.3896568547731339
textblob_de,0.39000000000000024,0.3200000000000002,0.3896568547731339
textblob_de,0.39000000000000024,0.3300000000000002,0.3896568547731339
textblob_de,0.39000000000000024,0.3400000000000002,0.3805481874447392
textblob_de,0.39000000000000024,0.3500000000000002,0.3555910707359587
textblob_de,0.39000000000000024,0.3600000000000002,0.3555910707359587
textblob_de,0.39000000000000024,0.3700000000000002,0.3555910707359587
textblob_de,0.39000000000000024,0.3800000000000002,0.3555910707359587
textblob_de,0.39000000000000024,0.39000000000000024,0.3555910707359587
textblob_de,0.39000000000000024,0.40000000000000024,0.3555910707359587
textblob_de,0.39000000000000024,0.41000000000000025,0.3555910707359587
textblob_de,0.39000000000000024,0.42000000000000026,0.3555910707359587
textblob_de,0.39000000000000024,0.43000000000000027,0.34348290598290604
textblob_de,0.39000000000000024,0.4400000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.4500000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.4600000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.4700000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.4800000000000003,0.34348290598290604
textblob_de,0.39000000000000024,0.4900000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.15,0.4194093113921755
textblob_de,0.40000000000000024,0.16,0.42497046765339447
textblob_de,0.40000000000000024,0.17,0.42497046765339447
textblob_de,0.40000000000000024,0.18000000000000002,0.4047367458948054
textblob_de,0.40000000000000024,0.19000000000000003,0.4047367458948054
textblob_de,0.40000000000000024,0.20000000000000004,0.4047367458948054
textblob_de,0.40000000000000024,0.21000000000000005,0.4047367458948054
textblob_de,0.40000000000000024,0.22000000000000006,0.4047367458948054
textblob_de,0.40000000000000024,0.23000000000000007,0.4047367458948054
textblob_de,0.40000000000000024,0.24000000000000007,0.39859826058245734
textblob_de,0.40000000000000024,0.2500000000000001,0.3896568547731339
textblob_de,0.40000000000000024,0.2600000000000001,0.3896568547731339
textblob_de,0.40000000000000024,0.27000000000000013,0.3896568547731339
textblob_de,0.40000000000000024,0.28000000000000014,0.3896568547731339
textblob_de,0.40000000000000024,0.29000000000000015,0.3896568547731339
textblob_de,0.40000000000000024,0.30000000000000016,0.3896568547731339
textblob_de,0.40000000000000024,0.31000000000000016,0.3896568547731339
textblob_de,0.40000000000000024,0.3200000000000002,0.3896568547731339
textblob_de,0.40000000000000024,0.3300000000000002,0.3896568547731339
textblob_de,0.40000000000000024,0.3400000000000002,0.3805481874447392
textblob_de,0.40000000000000024,0.3500000000000002,0.3555910707359587
textblob_de,0.40000000000000024,0.3600000000000002,0.3555910707359587
textblob_de,0.40000000000000024,0.3700000000000002,0.3555910707359587
textblob_de,0.40000000000000024,0.3800000000000002,0.3555910707359587
textblob_de,0.40000000000000024,0.39000000000000024,0.3555910707359587
textblob_de,0.40000000000000024,0.40000000000000024,0.3555910707359587
textblob_de,0.40000000000000024,0.41000000000000025,0.3555910707359587
textblob_de,0.40000000000000024,0.42000000000000026,0.3555910707359587
textblob_de,0.40000000000000024,0.43000000000000027,0.34348290598290604
textblob_de,0.40000000000000024,0.4400000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.4500000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.4600000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.4700000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.4800000000000003,0.34348290598290604
textblob_de,0.40000000000000024,0.4900000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.15,0.4194093113921755
textblob_de,0.41000000000000025,0.16,0.42497046765339447
textblob_de,0.41000000000000025,0.17,0.42497046765339447
textblob_de,0.41000000000000025,0.18000000000000002,0.4047367458948054
textblob_de,0.41000000000000025,0.19000000000000003,0.4047367458948054
textblob_de,0.41000000000000025,0.20000000000000004,0.4047367458948054
textblob_de,0.41000000000000025,0.21000000000000005,0.4047367458948054
textblob_de,0.41000000000000025,0.22000000000000006,0.4047367458948054
textblob_de,0.41000000000000025,0.23000000000000007,0.4047367458948054
textblob_de,0.41000000000000025,0.24000000000000007,0.39859826058245734
textblob_de,0.41000000000000025,0.2500000000000001,0.3896568547731339
textblob_de,0.41000000000000025,0.2600000000000001,0.3896568547731339
textblob_de,0.41000000000000025,0.27000000000000013,0.3896568547731339
textblob_de,0.41000000000000025,0.28000000000000014,0.3896568547731339
textblob_de,0.41000000000000025,0.29000000000000015,0.3896568547731339
textblob_de,0.41000000000000025,0.30000000000000016,0.3896568547731339
textblob_de,0.41000000000000025,0.31000000000000016,0.3896568547731339
textblob_de,0.41000000000000025,0.3200000000000002,0.3896568547731339
textblob_de,0.41000000000000025,0.3300000000000002,0.3896568547731339
textblob_de,0.41000000000000025,0.3400000000000002,0.3805481874447392
textblob_de,0.41000000000000025,0.3500000000000002,0.3555910707359587
textblob_de,0.41000000000000025,0.3600000000000002,0.3555910707359587
textblob_de,0.41000000000000025,0.3700000000000002,0.3555910707359587
textblob_de,0.41000000000000025,0.3800000000000002,0.3555910707359587
textblob_de,0.41000000000000025,0.39000000000000024,0.3555910707359587
textblob_de,0.41000000000000025,0.40000000000000024,0.3555910707359587
textblob_de,0.41000000000000025,0.41000000000000025,0.3555910707359587
textblob_de,0.41000000000000025,0.42000000000000026,0.3555910707359587
textblob_de,0.41000000000000025,0.43000000000000027,0.34348290598290604
textblob_de,0.41000000000000025,0.4400000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.4500000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.4600000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.4700000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.4800000000000003,0.34348290598290604
textblob_de,0.41000000000000025,0.4900000000000003,0.34348290598290604
textblob_de,0.42000000000000026,0.15,0.42652717652717653
textblob_de,0.42000000000000026,0.16,0.4319503047351148
textblob_de,0.42000000000000026,0.17,0.4319503047351148
textblob_de,0.42000000000000026,0.18000000000000002,0.4111084995208736
textblob_de,0.42000000000000026,0.19000000000000003,0.4111084995208736
textblob_de,0.42000000000000026,0.20000000000000004,0.4111084995208736
textblob_de,0.42000000000000026,0.21000000000000005,0.4111084995208736
textblob_de,0.42000000000000026,0.22000000000000006,0.4111084995208736
textblob_de,0.42000000000000026,0.23000000000000007,0.4111084995208736
textblob_de,0.42000000000000026,0.24000000000000007,0.4047936571731307
textblob_de,0.42000000000000026,0.2500000000000001,0.3958092723972942
textblob_de,0.42000000000000026,0.2600000000000001,0.3958092723972942
textblob_de,0.42000000000000026,0.27000000000000013,0.3958092723972942
textblob_de,0.42000000000000026,0.28000000000000014,0.3958092723972942
textblob_de,0.42000000000000026,0.29000000000000015,0.3958092723972942
textblob_de,0.42000000000000026,0.30000000000000016,0.3958092723972942
textblob_de,0.42000000000000026,0.31000000000000016,0.3958092723972942
textblob_de,0.42000000000000026,0.3200000000000002,0.3958092723972942
textblob_de,0.42000000000000026,0.3300000000000002,0.3958092723972942
textblob_de,0.42000000000000026,0.3400000000000002,0.38665807876334196
textblob_de,0.42000000000000026,0.3500000000000002,0.36145538747698674
textblob_de,0.42000000000000026,0.3600000000000002,0.36145538747698674
textblob_de,0.42000000000000026,0.3700000000000002,0.36145538747698674
textblob_de,0.42000000000000026,0.3800000000000002,0.36145538747698674
textblob_de,0.42000000000000026,0.39000000000000024,0.36145538747698674
textblob_de,0.42000000000000026,0.40000000000000024,0.36145538747698674
textblob_de,0.42000000000000026,0.41000000000000025,0.36145538747698674
textblob_de,0.42000000000000026,0.42000000000000026,0.36145538747698674
textblob_de,0.42000000000000026,0.43000000000000027,0.3491589799240369
textblob_de,0.42000000000000026,0.4400000000000003,0.3491589799240369
textblob_de,0.42000000000000026,0.4500000000000003,0.3491589799240369
textblob_de,0.42000000000000026,0.4600000000000003,0.3491589799240369
textblob_de,0.42000000000000026,0.4700000000000003,0.3491589799240369
textblob_de,0.42000000000000026,0.4800000000000003,0.3491589799240369
textblob_de,0.42000000000000026,0.4900000000000003,0.3491589799240369
textblob_de,0.43000000000000027,0.15,0.42474710359512224
textblob_de,0.43000000000000027,0.16,0.4300612156637196
textblob_de,0.43000000000000027,0.17,0.4300612156637196
textblob_de,0.43000000000000027,0.18000000000000002,0.4084942084942085
textblob_de,0.43000000000000027,0.19000000000000003,0.4084942084942085
textblob_de,0.43000000000000027,0.20000000000000004,0.4084942084942085
textblob_de,0.43000000000000027,0.21000000000000005,0.4084942084942085
textblob_de,0.43000000000000027,0.22000000000000006,0.4084942084942085
textblob_de,0.43000000000000027,0.23000000000000007,0.4084942084942085
textblob_de,0.43000000000000027,0.24000000000000007,0.40185640185640187
textblob_de,0.43000000000000027,0.2500000000000001,0.3926650937886893
textblob_de,0.43000000000000027,0.2600000000000001,0.3926650937886893
textblob_de,0.43000000000000027,0.27000000000000013,0.3926650937886893
textblob_de,0.43000000000000027,0.28000000000000014,0.3926650937886893
textblob_de,0.43000000000000027,0.29000000000000015,0.3926650937886893
textblob_de,0.43000000000000027,0.30000000000000016,0.3926650937886893
textblob_de,0.43000000000000027,0.31000000000000016,0.3926650937886893
textblob_de,0.43000000000000027,0.3200000000000002,0.3926650937886893
textblob_de,0.43000000000000027,0.3300000000000002,0.3926650937886893
textblob_de,0.43000000000000027,0.3400000000000002,0.3832957957957958
textblob_de,0.43000000000000027,0.3500000000000002,0.357098477788133
textblob_de,0.43000000000000027,0.3600000000000002,0.357098477788133
textblob_de,0.43000000000000027,0.3700000000000002,0.357098477788133
textblob_de,0.43000000000000027,0.3800000000000002,0.357098477788133
textblob_de,0.43000000000000027,0.39000000000000024,0.357098477788133
textblob_de,0.43000000000000027,0.40000000000000024,0.357098477788133
textblob_de,0.43000000000000027,0.41000000000000025,0.357098477788133
textblob_de,0.43000000000000027,0.42000000000000026,0.357098477788133
textblob_de,0.43000000000000027,0.43000000000000027,0.34394394394394395
textblob_de,0.43000000000000027,0.4400000000000003,0.34394394394394395
textblob_de,0.43000000000000027,0.4500000000000003,0.34394394394394395
textblob_de,0.43000000000000027,0.4600000000000003,0.34394394394394395
textblob_de,0.43000000000000027,0.4700000000000003,0.34394394394394395
textblob_de,0.43000000000000027,0.4800000000000003,0.34394394394394395
textblob_de,0.43000000000000027,0.4900000000000003,0.34394394394394395
textblob_de,0.4400000000000003,0.15,0.4232394366197183
textblob_de,0.4400000000000003,0.16,0.42865235916999644
textblob_de,0.4400000000000003,0.17,0.42865235916999644
textblob_de,0.4400000000000003,0.18000000000000002,0.4067538126361656
textblob_de,0.4400000000000003,0.19000000000000003,0.4067538126361656
textblob_de,0.4400000000000003,0.20000000000000004,0.4067538126361656
textblob_de,0.4400000000000003,0.21000000000000005,0.4067538126361656
textblob_de,0.4400000000000003,0.22000000000000006,0.4067538126361656
textblob_de,0.4400000000000003,0.23000000000000007,0.4067538126361656
textblob_de,0.4400000000000003,0.24000000000000007,0.400314001437597
textblob_de,0.4400000000000003,0.2500000000000001,0.3911680911680912
textblob_de,0.4400000000000003,0.2600000000000001,0.3911680911680912
textblob_de,0.4400000000000003,0.27000000000000013,0.3911680911680912
textblob_de,0.4400000000000003,0.28000000000000014,0.3911680911680912
textblob_de,0.4400000000000003,0.29000000000000015,0.3911680911680912
textblob_de,0.4400000000000003,0.30000000000000016,0.3911680911680912
textblob_de,0.4400000000000003,0.31000000000000016,0.3911680911680912
textblob_de,0.4400000000000003,0.3200000000000002,0.3911680911680912
textblob_de,0.4400000000000003,0.3300000000000002,0.3911680911680912
textblob_de,0.4400000000000003,0.3400000000000002,0.3818426943426944
textblob_de,0.4400000000000003,0.3500000000000002,0.36275361746389123
textblob_de,0.4400000000000003,0.3600000000000002,0.36275361746389123
textblob_de,0.4400000000000003,0.3700000000000002,0.36275361746389123
textblob_de,0.4400000000000003,0.3800000000000002,0.36275361746389123
textblob_de,0.4400000000000003,0.39000000000000024,0.36275361746389123
textblob_de,0.4400000000000003,0.40000000000000024,0.36275361746389123
textblob_de,0.4400000000000003,0.41000000000000025,0.36275361746389123
textblob_de,0.4400000000000003,0.42000000000000026,0.36275361746389123
textblob_de,0.4400000000000003,0.43000000000000027,0.3494276094276094
textblob_de,0.4400000000000003,0.4400000000000003,0.3494276094276094
textblob_de,0.4400000000000003,0.4500000000000003,0.3494276094276094
textblob_de,0.4400000000000003,0.4600000000000003,0.3494276094276094
textblob_de,0.4400000000000003,0.4700000000000003,0.3494276094276094
textblob_de,0.4400000000000003,0.4800000000000003,0.3494276094276094
textblob_de,0.4400000000000003,0.4900000000000003,0.3494276094276094
textblob_de,0.4500000000000003,0.15,0.4300612156637196
textblob_de,0.4500000000000003,0.16,0.43537989032643704
textblob_de,0.4500000000000003,0.17,0.43537989032643704
textblob_de,0.4500000000000003,0.18000000000000002,0.41284606866002216
textblob_de,0.4500000000000003,0.19000000000000003,0.41284606866002216
textblob_de,0.4500000000000003,0.20000000000000004,0.41284606866002216
textblob_de,0.4500000000000003,0.21000000000000005,0.41284606866002216
textblob_de,0.4500000000000003,0.22000000000000006,0.41284606866002216
textblob_de,0.4500000000000003,0.23000000000000007,0.41284606866002216
textblob_de,0.4500000000000003,0.24000000000000007,0.40625300625300625
textblob_de,0.4500000000000003,0.2500000000000001,0.39706959706959716
textblob_de,0.4500000000000003,0.2600000000000001,0.39706959706959716
textblob_de,0.4500000000000003,0.27000000000000013,0.39706959706959716
textblob_de,0.4500000000000003,0.28000000000000014,0.39706959706959716
textblob_de,0.4500000000000003,0.29000000000000015,0.39706959706959716
textblob_de,0.4500000000000003,0.30000000000000016,0.39706959706959716
textblob_de,0.4500000000000003,0.31000000000000016,0.39706959706959716
textblob_de,0.4500000000000003,0.3200000000000002,0.39706959706959716
textblob_de,0.4500000000000003,0.3300000000000002,0.39706959706959716
textblob_de,0.4500000000000003,0.3400000000000002,0.38770703933747414
textblob_de,0.4500000000000003,0.3500000000000002,0.3683321604503871
textblob_de,0.4500000000000003,0.3600000000000002,0.3683321604503871
