Tool,Radius_Manual,Radius_Model,F1_Score
German Sentiment Analysis,0.4700000000000003,0.23000000000000007,0.7257257257257258
German Sentiment Analysis,0.4700000000000003,0.24000000000000007,0.696245069484506
German Sentiment Analysis,0.4700000000000003,0.2500000000000001,0.6960527723301837
German Sentiment Analysis,0.4700000000000003,0.2600000000000001,0.6960527723301837
German Sentiment Analysis,0.4700000000000003,0.27000000000000013,0.7054761904761904
German Sentiment Analysis,0.4700000000000003,0.28000000000000014,0.7054761904761904
German Sentiment Analysis,0.4700000000000003,0.29000000000000015,0.7074878024734107
German Sentiment Analysis,0.4700000000000003,0.30000000000000016,0.7074878024734107
German Sentiment Analysis,0.4700000000000003,0.31000000000000016,0.6961541819451721
German Sentiment Analysis,0.4700000000000003,0.3200000000000002,0.706628195527363
German Sentiment Analysis,0.4700000000000003,0.3300000000000002,0.7038402823212196
German Sentiment Analysis,0.4700000000000003,0.3400000000000002,0.7128127478549282
German Sentiment Analysis,0.4700000000000003,0.3500000000000002,0.7128127478549282
German Sentiment Analysis,0.4700000000000003,0.3600000000000002,0.7128127478549282
German Sentiment Analysis,0.4700000000000003,0.3700000000000002,0.7130134155048665
German Sentiment Analysis,0.4700000000000003,0.3800000000000002,0.7130134155048665
German Sentiment Analysis,0.4700000000000003,0.39000000000000024,0.7130134155048665
German Sentiment Analysis,0.4700000000000003,0.40000000000000024,0.7130134155048665
German Sentiment Analysis,0.4700000000000003,0.41000000000000025,0.6883116883116883
German Sentiment Analysis,0.4700000000000003,0.42000000000000026,0.6795125164690382
German Sentiment Analysis,0.4700000000000003,0.43000000000000027,0.6795125164690382
German Sentiment Analysis,0.4700000000000003,0.4400000000000003,0.6666041510377594
German Sentiment Analysis,0.4700000000000003,0.4500000000000003,0.653242147922999
German Sentiment Analysis,0.4700000000000003,0.4600000000000003,0.6486111111111111
German Sentiment Analysis,0.4700000000000003,0.4700000000000003,0.6187790905836018
German Sentiment Analysis,0.4700000000000003,0.4800000000000003,0.6187790905836018
German Sentiment Analysis,0.4700000000000003,0.4900000000000003,0.6187790905836018
German Sentiment Analysis,0.4800000000000003,0.15,0.6801093643198906
German Sentiment Analysis,0.4800000000000003,0.16,0.6920914905989534
German Sentiment Analysis,0.4800000000000003,0.17,0.7040234275528393
German Sentiment Analysis,0.4800000000000003,0.18000000000000002,0.7142893465547928
German Sentiment Analysis,0.4800000000000003,0.19000000000000003,0.7244444444444444
German Sentiment Analysis,0.4800000000000003,0.20000000000000004,0.7142201356285863
German Sentiment Analysis,0.4800000000000003,0.21000000000000005,0.705955955955956
German Sentiment Analysis,0.4800000000000003,0.22000000000000006,0.6956054012140855
German Sentiment Analysis,0.4800000000000003,0.23000000000000007,0.704603388813915
German Sentiment Analysis,0.4800000000000003,0.24000000000000007,0.6960527723301837
German Sentiment Analysis,0.4800000000000003,0.2500000000000001,0.6953935547441025
German Sentiment Analysis,0.4800000000000003,0.2600000000000001,0.6953935547441025
German Sentiment Analysis,0.4800000000000003,0.27000000000000013,0.7046360820751065
German Sentiment Analysis,0.4800000000000003,0.28000000000000014,0.7046360820751065
German Sentiment Analysis,0.4800000000000003,0.29000000000000015,0.706628195527363
German Sentiment Analysis,0.4800000000000003,0.30000000000000016,0.706628195527363
German Sentiment Analysis,0.4800000000000003,0.31000000000000016,0.6948564933219664
German Sentiment Analysis,0.4800000000000003,0.3200000000000002,0.7052990300715276
German Sentiment Analysis,0.4800000000000003,0.3300000000000002,0.7018716577540106
German Sentiment Analysis,0.4800000000000003,0.3400000000000002,0.7106982960580143
German Sentiment Analysis,0.4800000000000003,0.3500000000000002,0.7106982960580143
German Sentiment Analysis,0.4800000000000003,0.3600000000000002,0.7106982960580143
German Sentiment Analysis,0.4800000000000003,0.3700000000000002,0.7107892107892108
German Sentiment Analysis,0.4800000000000003,0.3800000000000002,0.7107892107892108
German Sentiment Analysis,0.4800000000000003,0.39000000000000024,0.7107892107892108
German Sentiment Analysis,0.4800000000000003,0.40000000000000024,0.7107892107892108
German Sentiment Analysis,0.4800000000000003,0.41000000000000025,0.6849816849816849
German Sentiment Analysis,0.4800000000000003,0.42000000000000026,0.6762073623775752
German Sentiment Analysis,0.4800000000000003,0.43000000000000027,0.6762073623775752
German Sentiment Analysis,0.4800000000000003,0.4400000000000003,0.662665810868635
German Sentiment Analysis,0.4800000000000003,0.4500000000000003,0.6486111111111111
German Sentiment Analysis,0.4800000000000003,0.4600000000000003,0.6431256713211599
German Sentiment Analysis,0.4800000000000003,0.4700000000000003,0.6114814814814815
German Sentiment Analysis,0.4800000000000003,0.4800000000000003,0.6114814814814815
German Sentiment Analysis,0.4800000000000003,0.4900000000000003,0.6114814814814815
German Sentiment Analysis,0.4900000000000003,0.15,0.6839893852277753
German Sentiment Analysis,0.4900000000000003,0.16,0.6958555809814392
German Sentiment Analysis,0.4900000000000003,0.17,0.7076951638355147
German Sentiment Analysis,0.4900000000000003,0.18000000000000002,0.7176769257520431
German Sentiment Analysis,0.4900000000000003,0.19000000000000003,0.7275608942275609
German Sentiment Analysis,0.4900000000000003,0.20000000000000004,0.7173164376576112
German Sentiment Analysis,0.4900000000000003,0.21000000000000005,0.7089244840601779
German Sentiment Analysis,0.4900000000000003,0.22000000000000006,0.6985411544315654
German Sentiment Analysis,0.4900000000000003,0.23000000000000007,0.7070153449606639
German Sentiment Analysis,0.4900000000000003,0.24000000000000007,0.6982783236751491
German Sentiment Analysis,0.4900000000000003,0.2500000000000001,0.6975891407575592
German Sentiment Analysis,0.4900000000000003,0.2600000000000001,0.6975891407575592
German Sentiment Analysis,0.4900000000000003,0.27000000000000013,0.706628195527363
German Sentiment Analysis,0.4900000000000003,0.28000000000000014,0.706628195527363
German Sentiment Analysis,0.4900000000000003,0.29000000000000015,0.7085291143757807
German Sentiment Analysis,0.4900000000000003,0.30000000000000016,0.7085291143757807
German Sentiment Analysis,0.4900000000000003,0.31000000000000016,0.6966944632259034
German Sentiment Analysis,0.4900000000000003,0.3200000000000002,0.7072192513368986
German Sentiment Analysis,0.4900000000000003,0.3300000000000002,0.7035365806625786
German Sentiment Analysis,0.4900000000000003,0.3400000000000002,0.7121896191663634
German Sentiment Analysis,0.4900000000000003,0.3500000000000002,0.7121896191663634
German Sentiment Analysis,0.4900000000000003,0.3600000000000002,0.7121896191663634
German Sentiment Analysis,0.4900000000000003,0.3700000000000002,0.711948820538468
German Sentiment Analysis,0.4900000000000003,0.3800000000000002,0.711948820538468
German Sentiment Analysis,0.4900000000000003,0.39000000000000024,0.711948820538468
German Sentiment Analysis,0.4900000000000003,0.40000000000000024,0.711948820538468
German Sentiment Analysis,0.4900000000000003,0.41000000000000025,0.6859435173299101
German Sentiment Analysis,0.4900000000000003,0.42000000000000026,0.6769905794296038
German Sentiment Analysis,0.4900000000000003,0.43000000000000027,0.6769905794296038
German Sentiment Analysis,0.4900000000000003,0.4400000000000003,0.6633175148639067
German Sentiment Analysis,0.4900000000000003,0.4500000000000003,0.6491075062503634
German Sentiment Analysis,0.4900000000000003,0.4600000000000003,0.6435664235664236
German Sentiment Analysis,0.4900000000000003,0.4700000000000003,0.6114534702769997
German Sentiment Analysis,0.4900000000000003,0.4800000000000003,0.6114534702769997
German Sentiment Analysis,0.4900000000000003,0.4900000000000003,0.6114534702769997
XMLRoBERTaGerman,0.15,0.15,0.7346398968502487
XMLRoBERTaGerman,0.15,0.16,0.7346398968502487
XMLRoBERTaGerman,0.15,0.17,0.7171717171717172
XMLRoBERTaGerman,0.15,0.18000000000000002,0.7018374964111399
XMLRoBERTaGerman,0.15,0.19000000000000003,0.7018374964111399
XMLRoBERTaGerman,0.15,0.20000000000000004,0.7018374964111399
XMLRoBERTaGerman,0.15,0.21000000000000005,0.7018374964111399
XMLRoBERTaGerman,0.15,0.22000000000000006,0.7018374964111399
XMLRoBERTaGerman,0.15,0.23000000000000007,0.6941770647653001
XMLRoBERTaGerman,0.15,0.24000000000000007,0.6941770647653001
XMLRoBERTaGerman,0.15,0.2500000000000001,0.6941770647653001
XMLRoBERTaGerman,0.15,0.2600000000000001,0.6941770647653001
XMLRoBERTaGerman,0.15,0.27000000000000013,0.6941770647653001
XMLRoBERTaGerman,0.15,0.28000000000000014,0.6941770647653001
XMLRoBERTaGerman,0.15,0.29000000000000015,0.6865079365079366
XMLRoBERTaGerman,0.15,0.30000000000000016,0.6985485802860566
XMLRoBERTaGerman,0.15,0.31000000000000016,0.6985485802860566
XMLRoBERTaGerman,0.15,0.3200000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3300000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3400000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3500000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3600000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3700000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.3800000000000002,0.6891340933576503
XMLRoBERTaGerman,0.15,0.39000000000000024,0.6891340933576503
XMLRoBERTaGerman,0.15,0.40000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.15,0.41000000000000025,0.6929971402664434
XMLRoBERTaGerman,0.15,0.42000000000000026,0.6929971402664434
XMLRoBERTaGerman,0.15,0.43000000000000027,0.6929971402664434
XMLRoBERTaGerman,0.15,0.4400000000000003,0.6929971402664434
XMLRoBERTaGerman,0.15,0.4500000000000003,0.6929971402664434
XMLRoBERTaGerman,0.15,0.4600000000000003,0.6929971402664434
XMLRoBERTaGerman,0.15,0.4700000000000003,0.6929971402664434
XMLRoBERTaGerman,0.15,0.4800000000000003,0.6851208669074743
XMLRoBERTaGerman,0.15,0.4900000000000003,0.6772025016552358
XMLRoBERTaGerman,0.16,0.15,0.7268149187146294
XMLRoBERTaGerman,0.16,0.16,0.7268149187146294
XMLRoBERTaGerman,0.16,0.17,0.7094990240728692
XMLRoBERTaGerman,0.16,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.16,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.16,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.16,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.16,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.16,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.16,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.16,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.16,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.16,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.16,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.16,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.16,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.16,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.16,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.16,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.16,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.16,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.16,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.16,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.16,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.16,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.16,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.16,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.16,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.16,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.17,0.15,0.7268149187146294
XMLRoBERTaGerman,0.17,0.16,0.7268149187146294
XMLRoBERTaGerman,0.17,0.17,0.7094990240728692
XMLRoBERTaGerman,0.17,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.17,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.17,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.17,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.17,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.17,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.17,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.17,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.17,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.17,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.17,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.17,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.17,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.17,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.17,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.17,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.17,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.17,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.17,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.17,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.17,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.17,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.17,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.17,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.17,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.17,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.18000000000000002,0.15,0.7268149187146294
XMLRoBERTaGerman,0.18000000000000002,0.16,0.7268149187146294
XMLRoBERTaGerman,0.18000000000000002,0.17,0.7094990240728692
XMLRoBERTaGerman,0.18000000000000002,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.18000000000000002,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.18000000000000002,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.18000000000000002,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.18000000000000002,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.18000000000000002,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.18000000000000002,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.18000000000000002,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.18000000000000002,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.18000000000000002,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.18000000000000002,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.18000000000000002,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.18000000000000002,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.18000000000000002,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.19000000000000003,0.15,0.7268149187146294
XMLRoBERTaGerman,0.19000000000000003,0.16,0.7268149187146294
XMLRoBERTaGerman,0.19000000000000003,0.17,0.7094990240728692
XMLRoBERTaGerman,0.19000000000000003,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.19000000000000003,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.19000000000000003,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.19000000000000003,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.19000000000000003,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.19000000000000003,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.19000000000000003,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.19000000000000003,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.19000000000000003,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.19000000000000003,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.19000000000000003,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.19000000000000003,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.19000000000000003,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.19000000000000003,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.20000000000000004,0.15,0.7268149187146294
XMLRoBERTaGerman,0.20000000000000004,0.16,0.7268149187146294
XMLRoBERTaGerman,0.20000000000000004,0.17,0.7094990240728692
XMLRoBERTaGerman,0.20000000000000004,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.20000000000000004,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.20000000000000004,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.20000000000000004,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.20000000000000004,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.20000000000000004,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.20000000000000004,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.20000000000000004,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.20000000000000004,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.20000000000000004,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.20000000000000004,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.20000000000000004,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.20000000000000004,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.20000000000000004,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.21000000000000005,0.15,0.7268149187146294
XMLRoBERTaGerman,0.21000000000000005,0.16,0.7268149187146294
XMLRoBERTaGerman,0.21000000000000005,0.17,0.7094990240728692
XMLRoBERTaGerman,0.21000000000000005,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.21000000000000005,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.21000000000000005,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.21000000000000005,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.21000000000000005,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.21000000000000005,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.21000000000000005,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.21000000000000005,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.21000000000000005,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.21000000000000005,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.21000000000000005,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.21000000000000005,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.43000000000000027,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.4400000000000003,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.4500000000000003,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.4600000000000003,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.4700000000000003,0.6851208669074743
XMLRoBERTaGerman,0.21000000000000005,0.4800000000000003,0.6772025016552358
XMLRoBERTaGerman,0.21000000000000005,0.4900000000000003,0.6692328387243641
XMLRoBERTaGerman,0.22000000000000006,0.15,0.7268149187146294
XMLRoBERTaGerman,0.22000000000000006,0.16,0.7268149187146294
XMLRoBERTaGerman,0.22000000000000006,0.17,0.7094990240728692
XMLRoBERTaGerman,0.22000000000000006,0.18000000000000002,0.6941770647653001
XMLRoBERTaGerman,0.22000000000000006,0.19000000000000003,0.6941770647653001
XMLRoBERTaGerman,0.22000000000000006,0.20000000000000004,0.6941770647653001
XMLRoBERTaGerman,0.22000000000000006,0.21000000000000005,0.6941770647653001
XMLRoBERTaGerman,0.22000000000000006,0.22000000000000006,0.6941770647653001
XMLRoBERTaGerman,0.22000000000000006,0.23000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.24000000000000007,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.2500000000000001,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.2600000000000001,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.27000000000000013,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.28000000000000014,0.6865079365079366
XMLRoBERTaGerman,0.22000000000000006,0.29000000000000015,0.6788205453392518
XMLRoBERTaGerman,0.22000000000000006,0.30000000000000016,0.690729838332866
XMLRoBERTaGerman,0.22000000000000006,0.31000000000000016,0.690729838332866
XMLRoBERTaGerman,0.22000000000000006,0.3200000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3300000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3400000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3500000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3600000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3700000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.3800000000000002,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.39000000000000024,0.6814110513986495
XMLRoBERTaGerman,0.22000000000000006,0.40000000000000024,0.6736555764804352
XMLRoBERTaGerman,0.22000000000000006,0.41000000000000025,0.6851208669074743
XMLRoBERTaGerman,0.22000000000000006,0.42000000000000026,0.6851208669074743
XMLRoBERTaGerman,0.22000000000000006,0.43000000000000027,0.6851208669074743
